"";"SHP";"VUOSI";"IKARYHMA";"SUKUP";"DIAGNOOSI";"N";"VAESTO"
"2043";"Etelä-Karjalan SHP";"2020";"65-74";"2";3;43;10066
"2044";"Etelä-Karjalan SHP";"2020";"65-74";"2";4;7;10066
"2045";"Etelä-Karjalan SHP";"2020";"65-74";"2";5;6;10066
"2046";"Etelä-Karjalan SHP";"2020";"65-74";"2";6;NA;10066
"2047";"Etelä-Karjalan SHP";"2020";"65-74";"2";7;10;10066
"2048";"Etelä-Karjalan SHP";"2020";"65-74";"2";8;17;10066
"2049";"Etelä-Karjalan SHP";"2020";"75-84";"1";1;28;4779
"2050";"Etelä-Karjalan SHP";"2020";"75-84";"1";2;NA;4779
"2051";"Etelä-Karjalan SHP";"2020";"75-84";"1";3;16;4779
"2052";"Etelä-Karjalan SHP";"2020";"75-84";"1";4;2;4779
"2053";"Etelä-Karjalan SHP";"2020";"75-84";"1";5;NA;4779
"2054";"Etelä-Karjalan SHP";"2020";"75-84";"1";6;NA;4779
"2055";"Etelä-Karjalan SHP";"2020";"75-84";"1";7;4;4779
"2056";"Etelä-Karjalan SHP";"2020";"75-84";"1";8;4;4779
"2057";"Etelä-Karjalan SHP";"2020";"75-84";"2";1;67;6509
"2058";"Etelä-Karjalan SHP";"2020";"75-84";"2";2;7;6509
"2059";"Etelä-Karjalan SHP";"2020";"75-84";"2";3;45;6509
"2060";"Etelä-Karjalan SHP";"2020";"75-84";"2";4;5;6509
"2061";"Etelä-Karjalan SHP";"2020";"75-84";"2";5;3;6509
"2062";"Etelä-Karjalan SHP";"2020";"75-84";"2";6;NA;6509
"2063";"Etelä-Karjalan SHP";"2020";"75-84";"2";7;9;6509
"2064";"Etelä-Karjalan SHP";"2020";"75-84";"2";8;15;6509
"2065";"Etelä-Karjalan SHP";"2020";"85+";"1";1;2;1418
"2066";"Etelä-Karjalan SHP";"2020";"85+";"1";2;NA;1418
"2067";"Etelä-Karjalan SHP";"2020";"85+";"1";3;4;1418
"2068";"Etelä-Karjalan SHP";"2020";"85+";"1";4;1;1418
"2069";"Etelä-Karjalan SHP";"2020";"85+";"1";5;NA;1418
"2070";"Etelä-Karjalan SHP";"2020";"85+";"1";6;NA;1418
"2071";"Etelä-Karjalan SHP";"2020";"85+";"1";7;NA;1418
"2072";"Etelä-Karjalan SHP";"2020";"85+";"1";8;NA;1418
"2073";"Etelä-Karjalan SHP";"2020";"85+";"2";1;16;3324
"2074";"Etelä-Karjalan SHP";"2020";"85+";"2";2;1;3324
"2075";"Etelä-Karjalan SHP";"2020";"85+";"2";3;28;3324
"2076";"Etelä-Karjalan SHP";"2020";"85+";"2";4;2;3324
"2077";"Etelä-Karjalan SHP";"2020";"85+";"2";5;NA;3324
"2078";"Etelä-Karjalan SHP";"2020";"85+";"2";6;NA;3324
"2079";"Etelä-Karjalan SHP";"2020";"85+";"2";7;3;3324
"2080";"Etelä-Karjalan SHP";"2020";"85+";"2";8;8;3324
"2081";"Etelä-Karjalan SHP";"2021";"0-12";"1";1;NA;6895
"2082";"Etelä-Karjalan SHP";"2021";"0-12";"1";2;NA;6895
"2083";"Etelä-Karjalan SHP";"2021";"0-12";"1";3;NA;6895
"2084";"Etelä-Karjalan SHP";"2021";"0-12";"1";4;NA;6895
"2085";"Etelä-Karjalan SHP";"2021";"0-12";"1";5;NA;6895
"2086";"Etelä-Karjalan SHP";"2021";"0-12";"1";6;NA;6895
"2087";"Etelä-Karjalan SHP";"2021";"0-12";"1";7;1;6895
"2088";"Etelä-Karjalan SHP";"2021";"0-12";"1";8;NA;6895
"2089";"Etelä-Karjalan SHP";"2021";"0-12";"2";1;NA;6674
"2090";"Etelä-Karjalan SHP";"2021";"0-12";"2";2;NA;6674
"2091";"Etelä-Karjalan SHP";"2021";"0-12";"2";3;NA;6674
"2092";"Etelä-Karjalan SHP";"2021";"0-12";"2";4;NA;6674
"2093";"Etelä-Karjalan SHP";"2021";"0-12";"2";5;NA;6674
"2094";"Etelä-Karjalan SHP";"2021";"0-12";"2";6;NA;6674
"2095";"Etelä-Karjalan SHP";"2021";"0-12";"2";7;NA;6674
"2096";"Etelä-Karjalan SHP";"2021";"0-12";"2";8;NA;6674
"2097";"Etelä-Karjalan SHP";"2021";"13-17";"1";1;NA;3188
"2098";"Etelä-Karjalan SHP";"2021";"13-17";"1";2;NA;3188
"2099";"Etelä-Karjalan SHP";"2021";"13-17";"1";3;NA;3188
"2100";"Etelä-Karjalan SHP";"2021";"13-17";"1";4;NA;3188
"2101";"Etelä-Karjalan SHP";"2021";"13-17";"1";5;NA;3188
"2102";"Etelä-Karjalan SHP";"2021";"13-17";"1";6;1;3188
"2103";"Etelä-Karjalan SHP";"2021";"13-17";"1";7;2;3188
"2104";"Etelä-Karjalan SHP";"2021";"13-17";"1";8;NA;3188
"2105";"Etelä-Karjalan SHP";"2021";"13-17";"2";1;2;3120
"2106";"Etelä-Karjalan SHP";"2021";"13-17";"2";2;NA;3120
"2107";"Etelä-Karjalan SHP";"2021";"13-17";"2";3;NA;3120
"2108";"Etelä-Karjalan SHP";"2021";"13-17";"2";4;1;3120
"2109";"Etelä-Karjalan SHP";"2021";"13-17";"2";5;NA;3120
"2110";"Etelä-Karjalan SHP";"2021";"13-17";"2";6;NA;3120
"2111";"Etelä-Karjalan SHP";"2021";"13-17";"2";7;6;3120
"2112";"Etelä-Karjalan SHP";"2021";"13-17";"2";8;NA;3120
"2113";"Etelä-Karjalan SHP";"2021";"18-24";"1";1;6;5464
"2114";"Etelä-Karjalan SHP";"2021";"18-24";"1";2;5;5464
"2115";"Etelä-Karjalan SHP";"2021";"18-24";"1";3;2;5464
"2116";"Etelä-Karjalan SHP";"2021";"18-24";"1";4;2;5464
"2117";"Etelä-Karjalan SHP";"2021";"18-24";"1";5;2;5464
"2118";"Etelä-Karjalan SHP";"2021";"18-24";"1";6;NA;5464
"2119";"Etelä-Karjalan SHP";"2021";"18-24";"1";7;21;5464
"2120";"Etelä-Karjalan SHP";"2021";"18-24";"1";8;3;5464
"2121";"Etelä-Karjalan SHP";"2021";"18-24";"2";1;6;4157
"2122";"Etelä-Karjalan SHP";"2021";"18-24";"2";2;6;4157
"2123";"Etelä-Karjalan SHP";"2021";"18-24";"2";3;NA;4157
"2124";"Etelä-Karjalan SHP";"2021";"18-24";"2";4;8;4157
"2125";"Etelä-Karjalan SHP";"2021";"18-24";"2";5;4;4157
"2126";"Etelä-Karjalan SHP";"2021";"18-24";"2";6;1;4157
"2127";"Etelä-Karjalan SHP";"2021";"18-24";"2";7;19;4157
"2128";"Etelä-Karjalan SHP";"2021";"18-24";"2";8;2;4157
"2129";"Etelä-Karjalan SHP";"2021";"25-34";"1";1;86;7130
"2130";"Etelä-Karjalan SHP";"2021";"25-34";"1";2;8;7130
"2131";"Etelä-Karjalan SHP";"2021";"25-34";"1";3;11;7130
"2132";"Etelä-Karjalan SHP";"2021";"25-34";"1";4;17;7130
"2133";"Etelä-Karjalan SHP";"2021";"25-34";"1";5;19;7130
"2134";"Etelä-Karjalan SHP";"2021";"25-34";"1";6;1;7130
"2135";"Etelä-Karjalan SHP";"2021";"25-34";"1";7;40;7130
"2136";"Etelä-Karjalan SHP";"2021";"25-34";"1";8;1;7130
"2137";"Etelä-Karjalan SHP";"2021";"25-34";"2";1;36;5922
"2138";"Etelä-Karjalan SHP";"2021";"25-34";"2";2;18;5922
"2139";"Etelä-Karjalan SHP";"2021";"25-34";"2";3;6;5922
"2140";"Etelä-Karjalan SHP";"2021";"25-34";"2";4;8;5922
"2141";"Etelä-Karjalan SHP";"2021";"25-34";"2";5;12;5922
"2142";"Etelä-Karjalan SHP";"2021";"25-34";"2";6;2;5922
"2143";"Etelä-Karjalan SHP";"2021";"25-34";"2";7;19;5922
"2144";"Etelä-Karjalan SHP";"2021";"25-34";"2";8;4;5922
"2145";"Etelä-Karjalan SHP";"2021";"35-44";"1";1;84;7486
"2146";"Etelä-Karjalan SHP";"2021";"35-44";"1";2;17;7486
"2147";"Etelä-Karjalan SHP";"2021";"35-44";"1";3;18;7486
"2148";"Etelä-Karjalan SHP";"2021";"35-44";"1";4;12;7486
"2149";"Etelä-Karjalan SHP";"2021";"35-44";"1";5;17;7486
"2150";"Etelä-Karjalan SHP";"2021";"35-44";"1";6;NA;7486
"2151";"Etelä-Karjalan SHP";"2021";"35-44";"1";7;24;7486
"2152";"Etelä-Karjalan SHP";"2021";"35-44";"1";8;6;7486
"2153";"Etelä-Karjalan SHP";"2021";"35-44";"2";1;49;6708
"2154";"Etelä-Karjalan SHP";"2021";"35-44";"2";2;11;6708
"2155";"Etelä-Karjalan SHP";"2021";"35-44";"2";3;12;6708
"2156";"Etelä-Karjalan SHP";"2021";"35-44";"2";4;11;6708
"2157";"Etelä-Karjalan SHP";"2021";"35-44";"2";5;18;6708
"2158";"Etelä-Karjalan SHP";"2021";"35-44";"2";6;1;6708
"2159";"Etelä-Karjalan SHP";"2021";"35-44";"2";7;14;6708
"2160";"Etelä-Karjalan SHP";"2021";"35-44";"2";8;1;6708
"2161";"Etelä-Karjalan SHP";"2021";"45-54";"1";1;129;7575
"2162";"Etelä-Karjalan SHP";"2021";"45-54";"1";2;11;7575
"2163";"Etelä-Karjalan SHP";"2021";"45-54";"1";3;14;7575
"2164";"Etelä-Karjalan SHP";"2021";"45-54";"1";4;9;7575
"2165";"Etelä-Karjalan SHP";"2021";"45-54";"1";5;20;7575
"2166";"Etelä-Karjalan SHP";"2021";"45-54";"1";6;1;7575
"2167";"Etelä-Karjalan SHP";"2021";"45-54";"1";7;11;7575
"2168";"Etelä-Karjalan SHP";"2021";"45-54";"1";8;8;7575
"2169";"Etelä-Karjalan SHP";"2021";"45-54";"2";1;71;7427
"2170";"Etelä-Karjalan SHP";"2021";"45-54";"2";2;8;7427
"2171";"Etelä-Karjalan SHP";"2021";"45-54";"2";3;19;7427
"2172";"Etelä-Karjalan SHP";"2021";"45-54";"2";4;14;7427
"2173";"Etelä-Karjalan SHP";"2021";"45-54";"2";5;8;7427
"2174";"Etelä-Karjalan SHP";"2021";"45-54";"2";6;1;7427
"2175";"Etelä-Karjalan SHP";"2021";"45-54";"2";7;9;7427
"2176";"Etelä-Karjalan SHP";"2021";"45-54";"2";8;5;7427
"2177";"Etelä-Karjalan SHP";"2021";"55-64";"1";1;127;9250
"2178";"Etelä-Karjalan SHP";"2021";"55-64";"1";2;2;9250
"2179";"Etelä-Karjalan SHP";"2021";"55-64";"1";3;13;9250
"2180";"Etelä-Karjalan SHP";"2021";"55-64";"1";4;11;9250
"2181";"Etelä-Karjalan SHP";"2021";"55-64";"1";5;6;9250
"2182";"Etelä-Karjalan SHP";"2021";"55-64";"1";6;NA;9250
"2183";"Etelä-Karjalan SHP";"2021";"55-64";"1";7;11;9250
"2184";"Etelä-Karjalan SHP";"2021";"55-64";"1";8;18;9250
"2185";"Etelä-Karjalan SHP";"2021";"55-64";"2";1;111;9146
"2186";"Etelä-Karjalan SHP";"2021";"55-64";"2";2;8;9146
"2187";"Etelä-Karjalan SHP";"2021";"55-64";"2";3;18;9146
"2188";"Etelä-Karjalan SHP";"2021";"55-64";"2";4;7;9146
"2189";"Etelä-Karjalan SHP";"2021";"55-64";"2";5;4;9146
"2190";"Etelä-Karjalan SHP";"2021";"55-64";"2";6;3;9146
"2191";"Etelä-Karjalan SHP";"2021";"55-64";"2";7;11;9146
"2192";"Etelä-Karjalan SHP";"2021";"55-64";"2";8;13;9146
"2193";"Etelä-Karjalan SHP";"2021";"65-74";"1";1;90;9355
"2194";"Etelä-Karjalan SHP";"2021";"65-74";"1";2;6;9355
"2195";"Etelä-Karjalan SHP";"2021";"65-74";"1";3;24;9355
"2196";"Etelä-Karjalan SHP";"2021";"65-74";"1";4;6;9355
"2197";"Etelä-Karjalan SHP";"2021";"65-74";"1";5;4;9355
"2198";"Etelä-Karjalan SHP";"2021";"65-74";"1";6;NA;9355
"2199";"Etelä-Karjalan SHP";"2021";"65-74";"1";7;4;9355
"2200";"Etelä-Karjalan SHP";"2021";"65-74";"1";8;10;9355
"2201";"Etelä-Karjalan SHP";"2021";"65-74";"2";1;115;10001
"2202";"Etelä-Karjalan SHP";"2021";"65-74";"2";2;7;10001
"2203";"Etelä-Karjalan SHP";"2021";"65-74";"2";3;43;10001
"2204";"Etelä-Karjalan SHP";"2021";"65-74";"2";4;8;10001
"2205";"Etelä-Karjalan SHP";"2021";"65-74";"2";5;6;10001
"2206";"Etelä-Karjalan SHP";"2021";"65-74";"2";6;NA;10001
"2207";"Etelä-Karjalan SHP";"2021";"65-74";"2";7;10;10001
"2208";"Etelä-Karjalan SHP";"2021";"65-74";"2";8;18;10001
"2209";"Etelä-Karjalan SHP";"2021";"75-84";"1";1;31;5033
"2210";"Etelä-Karjalan SHP";"2021";"75-84";"1";2;1;5033
"2211";"Etelä-Karjalan SHP";"2021";"75-84";"1";3;15;5033
"2212";"Etelä-Karjalan SHP";"2021";"75-84";"1";4;2;5033
"2213";"Etelä-Karjalan SHP";"2021";"75-84";"1";5;NA;5033
"2214";"Etelä-Karjalan SHP";"2021";"75-84";"1";6;NA;5033
"2215";"Etelä-Karjalan SHP";"2021";"75-84";"1";7;3;5033
"2216";"Etelä-Karjalan SHP";"2021";"75-84";"1";8;4;5033
"2217";"Etelä-Karjalan SHP";"2021";"75-84";"2";1;62;6814
"2218";"Etelä-Karjalan SHP";"2021";"75-84";"2";2;11;6814
"2219";"Etelä-Karjalan SHP";"2021";"75-84";"2";3;52;6814
"2220";"Etelä-Karjalan SHP";"2021";"75-84";"2";4;2;6814
"2221";"Etelä-Karjalan SHP";"2021";"75-84";"2";5;5;6814
"2222";"Etelä-Karjalan SHP";"2021";"75-84";"2";6;NA;6814
"2223";"Etelä-Karjalan SHP";"2021";"75-84";"2";7;8;6814
"2224";"Etelä-Karjalan SHP";"2021";"75-84";"2";8;10;6814
"2225";"Etelä-Karjalan SHP";"2021";"85+";"1";1;2;1469
"2226";"Etelä-Karjalan SHP";"2021";"85+";"1";2;NA;1469
"2227";"Etelä-Karjalan SHP";"2021";"85+";"1";3;3;1469
"2228";"Etelä-Karjalan SHP";"2021";"85+";"1";4;1;1469
"2229";"Etelä-Karjalan SHP";"2021";"85+";"1";5;NA;1469
"2230";"Etelä-Karjalan SHP";"2021";"85+";"1";6;NA;1469
"2231";"Etelä-Karjalan SHP";"2021";"85+";"1";7;1;1469
"2232";"Etelä-Karjalan SHP";"2021";"85+";"1";8;NA;1469
"2233";"Etelä-Karjalan SHP";"2021";"85+";"2";1;19;3293
"2234";"Etelä-Karjalan SHP";"2021";"85+";"2";2;1;3293
"2235";"Etelä-Karjalan SHP";"2021";"85+";"2";3;32;3293
"2236";"Etelä-Karjalan SHP";"2021";"85+";"2";4;4;3293
"2237";"Etelä-Karjalan SHP";"2021";"85+";"2";5;NA;3293
"2238";"Etelä-Karjalan SHP";"2021";"85+";"2";6;NA;3293
"2239";"Etelä-Karjalan SHP";"2021";"85+";"2";7;2;3293
"2240";"Etelä-Karjalan SHP";"2021";"85+";"2";8;8;3293
"2241";"Etelä-Pohjanmaan SHP";"2015";"0-12";"1";1;NA;15013
"2242";"Etelä-Pohjanmaan SHP";"2015";"0-12";"1";2;NA;15013
"2243";"Etelä-Pohjanmaan SHP";"2015";"0-12";"1";3;NA;15013
"2244";"Etelä-Pohjanmaan SHP";"2015";"0-12";"1";4;NA;15013
"2245";"Etelä-Pohjanmaan SHP";"2015";"0-12";"1";5;NA;15013
"2246";"Etelä-Pohjanmaan SHP";"2015";"0-12";"1";6;NA;15013
"2247";"Etelä-Pohjanmaan SHP";"2015";"0-12";"1";7;NA;15013
"2248";"Etelä-Pohjanmaan SHP";"2015";"0-12";"1";8;NA;15013
"2249";"Etelä-Pohjanmaan SHP";"2015";"0-12";"2";1;NA;14245
"2250";"Etelä-Pohjanmaan SHP";"2015";"0-12";"2";2;NA;14245
"2251";"Etelä-Pohjanmaan SHP";"2015";"0-12";"2";3;NA;14245
"2252";"Etelä-Pohjanmaan SHP";"2015";"0-12";"2";4;NA;14245
"2253";"Etelä-Pohjanmaan SHP";"2015";"0-12";"2";5;NA;14245
"2254";"Etelä-Pohjanmaan SHP";"2015";"0-12";"2";6;NA;14245
"2255";"Etelä-Pohjanmaan SHP";"2015";"0-12";"2";7;NA;14245
"2256";"Etelä-Pohjanmaan SHP";"2015";"0-12";"2";8;NA;14245
"2257";"Etelä-Pohjanmaan SHP";"2015";"13-17";"1";1;NA;5968
"2258";"Etelä-Pohjanmaan SHP";"2015";"13-17";"1";2;1;5968
"2259";"Etelä-Pohjanmaan SHP";"2015";"13-17";"1";3;NA;5968
"2260";"Etelä-Pohjanmaan SHP";"2015";"13-17";"1";4;1;5968
"2261";"Etelä-Pohjanmaan SHP";"2015";"13-17";"1";5;NA;5968
"2262";"Etelä-Pohjanmaan SHP";"2015";"13-17";"1";6;NA;5968
"2263";"Etelä-Pohjanmaan SHP";"2015";"13-17";"1";7;3;5968
"2264";"Etelä-Pohjanmaan SHP";"2015";"13-17";"1";8;NA;5968
"2265";"Etelä-Pohjanmaan SHP";"2015";"13-17";"2";1;NA;5507
"2266";"Etelä-Pohjanmaan SHP";"2015";"13-17";"2";2;NA;5507
"2267";"Etelä-Pohjanmaan SHP";"2015";"13-17";"2";3;1;5507
"2268";"Etelä-Pohjanmaan SHP";"2015";"13-17";"2";4;NA;5507
"2269";"Etelä-Pohjanmaan SHP";"2015";"13-17";"2";5;NA;5507
"2270";"Etelä-Pohjanmaan SHP";"2015";"13-17";"2";6;NA;5507
"2271";"Etelä-Pohjanmaan SHP";"2015";"13-17";"2";7;6;5507
"2272";"Etelä-Pohjanmaan SHP";"2015";"13-17";"2";8;NA;5507
"2273";"Etelä-Pohjanmaan SHP";"2015";"18-24";"1";1;22;8135
"2274";"Etelä-Pohjanmaan SHP";"2015";"18-24";"1";2;3;8135
"2275";"Etelä-Pohjanmaan SHP";"2015";"18-24";"1";3;2;8135
"2276";"Etelä-Pohjanmaan SHP";"2015";"18-24";"1";4;13;8135
"2277";"Etelä-Pohjanmaan SHP";"2015";"18-24";"1";5;2;8135
"2278";"Etelä-Pohjanmaan SHP";"2015";"18-24";"1";6;1;8135
"2279";"Etelä-Pohjanmaan SHP";"2015";"18-24";"1";7;18;8135
"2280";"Etelä-Pohjanmaan SHP";"2015";"18-24";"1";8;2;8135
"2281";"Etelä-Pohjanmaan SHP";"2015";"18-24";"2";1;16;7275
"2282";"Etelä-Pohjanmaan SHP";"2015";"18-24";"2";2;1;7275
"2283";"Etelä-Pohjanmaan SHP";"2015";"18-24";"2";3;2;7275
"2284";"Etelä-Pohjanmaan SHP";"2015";"18-24";"2";4;8;7275
"2285";"Etelä-Pohjanmaan SHP";"2015";"18-24";"2";5;4;7275
"2286";"Etelä-Pohjanmaan SHP";"2015";"18-24";"2";6;NA;7275
"2287";"Etelä-Pohjanmaan SHP";"2015";"18-24";"2";7;15;7275
"2288";"Etelä-Pohjanmaan SHP";"2015";"18-24";"2";8;1;7275
"2289";"Etelä-Pohjanmaan SHP";"2015";"25-34";"1";1;69;11193
"2290";"Etelä-Pohjanmaan SHP";"2015";"25-34";"1";2;12;11193
"2291";"Etelä-Pohjanmaan SHP";"2015";"25-34";"1";3;11;11193
"2292";"Etelä-Pohjanmaan SHP";"2015";"25-34";"1";4;27;11193
"2293";"Etelä-Pohjanmaan SHP";"2015";"25-34";"1";5;9;11193
"2294";"Etelä-Pohjanmaan SHP";"2015";"25-34";"1";6;2;11193
"2295";"Etelä-Pohjanmaan SHP";"2015";"25-34";"1";7;33;11193
"2296";"Etelä-Pohjanmaan SHP";"2015";"25-34";"1";8;1;11193
"2297";"Etelä-Pohjanmaan SHP";"2015";"25-34";"2";1;32;10271
"2298";"Etelä-Pohjanmaan SHP";"2015";"25-34";"2";2;8;10271
"2299";"Etelä-Pohjanmaan SHP";"2015";"25-34";"2";3;8;10271
"2300";"Etelä-Pohjanmaan SHP";"2015";"25-34";"2";4;13;10271
"2301";"Etelä-Pohjanmaan SHP";"2015";"25-34";"2";5;4;10271
"2302";"Etelä-Pohjanmaan SHP";"2015";"25-34";"2";6;3;10271
"2303";"Etelä-Pohjanmaan SHP";"2015";"25-34";"2";7;13;10271
"2304";"Etelä-Pohjanmaan SHP";"2015";"25-34";"2";8;NA;10271
"2305";"Etelä-Pohjanmaan SHP";"2015";"35-44";"1";1;101;10879
"2306";"Etelä-Pohjanmaan SHP";"2015";"35-44";"1";2;15;10879
"2307";"Etelä-Pohjanmaan SHP";"2015";"35-44";"1";3;14;10879
"2308";"Etelä-Pohjanmaan SHP";"2015";"35-44";"1";4;15;10879
"2309";"Etelä-Pohjanmaan SHP";"2015";"35-44";"1";5;9;10879
"2310";"Etelä-Pohjanmaan SHP";"2015";"35-44";"1";6;1;10879
"2311";"Etelä-Pohjanmaan SHP";"2015";"35-44";"1";7;14;10879
"2312";"Etelä-Pohjanmaan SHP";"2015";"35-44";"1";8;NA;10879
"2313";"Etelä-Pohjanmaan SHP";"2015";"35-44";"2";1;53;10094
"2314";"Etelä-Pohjanmaan SHP";"2015";"35-44";"2";2;8;10094
"2315";"Etelä-Pohjanmaan SHP";"2015";"35-44";"2";3;16;10094
"2316";"Etelä-Pohjanmaan SHP";"2015";"35-44";"2";4;14;10094
"2317";"Etelä-Pohjanmaan SHP";"2015";"35-44";"2";5;8;10094
"2318";"Etelä-Pohjanmaan SHP";"2015";"35-44";"2";6;1;10094
"2319";"Etelä-Pohjanmaan SHP";"2015";"35-44";"2";7;7;10094
"2320";"Etelä-Pohjanmaan SHP";"2015";"35-44";"2";8;2;10094
"2321";"Etelä-Pohjanmaan SHP";"2015";"45-54";"1";1;151;12717
"2322";"Etelä-Pohjanmaan SHP";"2015";"45-54";"1";2;16;12717
"2323";"Etelä-Pohjanmaan SHP";"2015";"45-54";"1";3;22;12717
"2324";"Etelä-Pohjanmaan SHP";"2015";"45-54";"1";4;12;12717
"2325";"Etelä-Pohjanmaan SHP";"2015";"45-54";"1";5;11;12717
"2326";"Etelä-Pohjanmaan SHP";"2015";"45-54";"1";6;1;12717
"2327";"Etelä-Pohjanmaan SHP";"2015";"45-54";"1";7;12;12717
"2328";"Etelä-Pohjanmaan SHP";"2015";"45-54";"1";8;4;12717
"2329";"Etelä-Pohjanmaan SHP";"2015";"45-54";"2";1;114;12264
"2330";"Etelä-Pohjanmaan SHP";"2015";"45-54";"2";2;18;12264
"2331";"Etelä-Pohjanmaan SHP";"2015";"45-54";"2";3;33;12264
"2332";"Etelä-Pohjanmaan SHP";"2015";"45-54";"2";4;11;12264
"2333";"Etelä-Pohjanmaan SHP";"2015";"45-54";"2";5;7;12264
"2334";"Etelä-Pohjanmaan SHP";"2015";"45-54";"2";6;1;12264
"2335";"Etelä-Pohjanmaan SHP";"2015";"45-54";"2";7;10;12264
"2336";"Etelä-Pohjanmaan SHP";"2015";"45-54";"2";8;2;12264
"2337";"Etelä-Pohjanmaan SHP";"2015";"55-64";"1";1;176;14502
"2338";"Etelä-Pohjanmaan SHP";"2015";"55-64";"1";2;10;14502
"2339";"Etelä-Pohjanmaan SHP";"2015";"55-64";"1";3;26;14502
"2340";"Etelä-Pohjanmaan SHP";"2015";"55-64";"1";4;6;14502
"2341";"Etelä-Pohjanmaan SHP";"2015";"55-64";"1";5;3;14502
"2342";"Etelä-Pohjanmaan SHP";"2015";"55-64";"1";6;1;14502
"2343";"Etelä-Pohjanmaan SHP";"2015";"55-64";"1";7;13;14502
"2344";"Etelä-Pohjanmaan SHP";"2015";"55-64";"1";8;8;14502
"2345";"Etelä-Pohjanmaan SHP";"2015";"55-64";"2";1;160;14024
"2346";"Etelä-Pohjanmaan SHP";"2015";"55-64";"2";2;32;14024
"2347";"Etelä-Pohjanmaan SHP";"2015";"55-64";"2";3;39;14024
"2348";"Etelä-Pohjanmaan SHP";"2015";"55-64";"2";4;6;14024
"2349";"Etelä-Pohjanmaan SHP";"2015";"55-64";"2";5;7;14024
"2350";"Etelä-Pohjanmaan SHP";"2015";"55-64";"2";6;NA;14024
"2351";"Etelä-Pohjanmaan SHP";"2015";"55-64";"2";7;8;14024
"2352";"Etelä-Pohjanmaan SHP";"2015";"55-64";"2";8;6;14024
"2353";"Etelä-Pohjanmaan SHP";"2015";"65-74";"1";1;121;11934
"2354";"Etelä-Pohjanmaan SHP";"2015";"65-74";"1";2;8;11934
"2355";"Etelä-Pohjanmaan SHP";"2015";"65-74";"1";3;28;11934
"2356";"Etelä-Pohjanmaan SHP";"2015";"65-74";"1";4;5;11934
"2357";"Etelä-Pohjanmaan SHP";"2015";"65-74";"1";5;1;11934
"2358";"Etelä-Pohjanmaan SHP";"2015";"65-74";"1";6;NA;11934
"2359";"Etelä-Pohjanmaan SHP";"2015";"65-74";"1";7;5;11934
"2360";"Etelä-Pohjanmaan SHP";"2015";"65-74";"1";8;2;11934
"2361";"Etelä-Pohjanmaan SHP";"2015";"65-74";"2";1;151;12630
"2362";"Etelä-Pohjanmaan SHP";"2015";"65-74";"2";2;19;12630
"2363";"Etelä-Pohjanmaan SHP";"2015";"65-74";"2";3;49;12630
"2364";"Etelä-Pohjanmaan SHP";"2015";"65-74";"2";4;9;12630
"2365";"Etelä-Pohjanmaan SHP";"2015";"65-74";"2";5;3;12630
"2366";"Etelä-Pohjanmaan SHP";"2015";"65-74";"2";6;NA;12630
"2367";"Etelä-Pohjanmaan SHP";"2015";"65-74";"2";7;11;12630
"2368";"Etelä-Pohjanmaan SHP";"2015";"65-74";"2";8;4;12630
"2369";"Etelä-Pohjanmaan SHP";"2015";"75-84";"1";1;27;6004
"2370";"Etelä-Pohjanmaan SHP";"2015";"75-84";"1";2;1;6004
"2371";"Etelä-Pohjanmaan SHP";"2015";"75-84";"1";3;11;6004
"2372";"Etelä-Pohjanmaan SHP";"2015";"75-84";"1";4;2;6004
"2373";"Etelä-Pohjanmaan SHP";"2015";"75-84";"1";5;NA;6004
"2374";"Etelä-Pohjanmaan SHP";"2015";"75-84";"1";6;NA;6004
"2375";"Etelä-Pohjanmaan SHP";"2015";"75-84";"1";7;1;6004
"2376";"Etelä-Pohjanmaan SHP";"2015";"75-84";"1";8;NA;6004
"2377";"Etelä-Pohjanmaan SHP";"2015";"75-84";"2";1;71;8189
"2378";"Etelä-Pohjanmaan SHP";"2015";"75-84";"2";2;6;8189
"2379";"Etelä-Pohjanmaan SHP";"2015";"75-84";"2";3;38;8189
"2380";"Etelä-Pohjanmaan SHP";"2015";"75-84";"2";4;2;8189
"2381";"Etelä-Pohjanmaan SHP";"2015";"75-84";"2";5;NA;8189
"2382";"Etelä-Pohjanmaan SHP";"2015";"75-84";"2";6;1;8189
"2383";"Etelä-Pohjanmaan SHP";"2015";"75-84";"2";7;3;8189
"2384";"Etelä-Pohjanmaan SHP";"2015";"75-84";"2";8;2;8189
"2385";"Etelä-Pohjanmaan SHP";"2015";"85+";"1";1;2;1929
"2386";"Etelä-Pohjanmaan SHP";"2015";"85+";"1";2;NA;1929
"2387";"Etelä-Pohjanmaan SHP";"2015";"85+";"1";3;4;1929
"2388";"Etelä-Pohjanmaan SHP";"2015";"85+";"1";4;NA;1929
"2389";"Etelä-Pohjanmaan SHP";"2015";"85+";"1";5;NA;1929
"2390";"Etelä-Pohjanmaan SHP";"2015";"85+";"1";6;NA;1929
"2391";"Etelä-Pohjanmaan SHP";"2015";"85+";"1";7;NA;1929
"2392";"Etelä-Pohjanmaan SHP";"2015";"85+";"1";8;NA;1929
"2393";"Etelä-Pohjanmaan SHP";"2015";"85+";"2";1;14;4598
"2394";"Etelä-Pohjanmaan SHP";"2015";"85+";"2";2;NA;4598
"2395";"Etelä-Pohjanmaan SHP";"2015";"85+";"2";3;29;4598
