"";"SHP";"VUOSI";"IKARYHMA";"SUKUP";"DIAGNOOSI";"N";"VAESTO"
"15543";"Länsi-Pohjan SHP";"2021";"0-12";"2";5;NA;3633
"15544";"Länsi-Pohjan SHP";"2021";"0-12";"2";6;NA;3633
"15545";"Länsi-Pohjan SHP";"2021";"0-12";"2";7;NA;3633
"15546";"Länsi-Pohjan SHP";"2021";"0-12";"2";8;NA;3633
"15547";"Länsi-Pohjan SHP";"2021";"13-17";"1";1;NA;1721
"15548";"Länsi-Pohjan SHP";"2021";"13-17";"1";2;NA;1721
"15549";"Länsi-Pohjan SHP";"2021";"13-17";"1";3;1;1721
"15550";"Länsi-Pohjan SHP";"2021";"13-17";"1";4;1;1721
"15551";"Länsi-Pohjan SHP";"2021";"13-17";"1";5;NA;1721
"15552";"Länsi-Pohjan SHP";"2021";"13-17";"1";6;NA;1721
"15553";"Länsi-Pohjan SHP";"2021";"13-17";"1";7;2;1721
"15554";"Länsi-Pohjan SHP";"2021";"13-17";"1";8;NA;1721
"15555";"Länsi-Pohjan SHP";"2021";"13-17";"2";1;NA;1679
"15556";"Länsi-Pohjan SHP";"2021";"13-17";"2";2;NA;1679
"15557";"Länsi-Pohjan SHP";"2021";"13-17";"2";3;NA;1679
"15558";"Länsi-Pohjan SHP";"2021";"13-17";"2";4;1;1679
"15559";"Länsi-Pohjan SHP";"2021";"13-17";"2";5;NA;1679
"15560";"Länsi-Pohjan SHP";"2021";"13-17";"2";6;1;1679
"15561";"Länsi-Pohjan SHP";"2021";"13-17";"2";7;3;1679
"15562";"Länsi-Pohjan SHP";"2021";"13-17";"2";8;NA;1679
"15563";"Länsi-Pohjan SHP";"2021";"18-24";"1";1;6;2021
"15564";"Länsi-Pohjan SHP";"2021";"18-24";"1";2;1;2021
"15565";"Länsi-Pohjan SHP";"2021";"18-24";"1";3;NA;2021
"15566";"Länsi-Pohjan SHP";"2021";"18-24";"1";4;3;2021
"15567";"Länsi-Pohjan SHP";"2021";"18-24";"1";5;NA;2021
"15568";"Länsi-Pohjan SHP";"2021";"18-24";"1";6;1;2021
"15569";"Länsi-Pohjan SHP";"2021";"18-24";"1";7;14;2021
"15570";"Länsi-Pohjan SHP";"2021";"18-24";"1";8;2;2021
"15571";"Länsi-Pohjan SHP";"2021";"18-24";"2";1;2;1646
"15572";"Länsi-Pohjan SHP";"2021";"18-24";"2";2;NA;1646
"15573";"Länsi-Pohjan SHP";"2021";"18-24";"2";3;1;1646
"15574";"Länsi-Pohjan SHP";"2021";"18-24";"2";4;3;1646
"15575";"Länsi-Pohjan SHP";"2021";"18-24";"2";5;1;1646
"15576";"Länsi-Pohjan SHP";"2021";"18-24";"2";6;1;1646
"15577";"Länsi-Pohjan SHP";"2021";"18-24";"2";7;14;1646
"15578";"Länsi-Pohjan SHP";"2021";"18-24";"2";8;NA;1646
"15579";"Länsi-Pohjan SHP";"2021";"25-34";"1";1;26;3067
"15580";"Länsi-Pohjan SHP";"2021";"25-34";"1";2;2;3067
"15581";"Länsi-Pohjan SHP";"2021";"25-34";"1";3;4;3067
"15582";"Länsi-Pohjan SHP";"2021";"25-34";"1";4;10;3067
"15583";"Länsi-Pohjan SHP";"2021";"25-34";"1";5;6;3067
"15584";"Länsi-Pohjan SHP";"2021";"25-34";"1";6;NA;3067
"15585";"Länsi-Pohjan SHP";"2021";"25-34";"1";7;15;3067
"15586";"Länsi-Pohjan SHP";"2021";"25-34";"1";8;NA;3067
"15587";"Länsi-Pohjan SHP";"2021";"25-34";"2";1;9;2641
"15588";"Länsi-Pohjan SHP";"2021";"25-34";"2";2;2;2641
"15589";"Länsi-Pohjan SHP";"2021";"25-34";"2";3;2;2641
"15590";"Länsi-Pohjan SHP";"2021";"25-34";"2";4;4;2641
"15591";"Länsi-Pohjan SHP";"2021";"25-34";"2";5;4;2641
"15592";"Länsi-Pohjan SHP";"2021";"25-34";"2";6;3;2641
"15593";"Länsi-Pohjan SHP";"2021";"25-34";"2";7;16;2641
"15594";"Länsi-Pohjan SHP";"2021";"25-34";"2";8;1;2641
"15595";"Länsi-Pohjan SHP";"2021";"35-44";"1";1;36;3427
"15596";"Länsi-Pohjan SHP";"2021";"35-44";"1";2;4;3427
"15597";"Länsi-Pohjan SHP";"2021";"35-44";"1";3;4;3427
"15598";"Länsi-Pohjan SHP";"2021";"35-44";"1";4;7;3427
"15599";"Länsi-Pohjan SHP";"2021";"35-44";"1";5;5;3427
"15600";"Länsi-Pohjan SHP";"2021";"35-44";"1";6;NA;3427
"15601";"Länsi-Pohjan SHP";"2021";"35-44";"1";7;18;3427
"15602";"Länsi-Pohjan SHP";"2021";"35-44";"1";8;2;3427
"15603";"Länsi-Pohjan SHP";"2021";"35-44";"2";1;24;3128
"15604";"Länsi-Pohjan SHP";"2021";"35-44";"2";2;3;3128
"15605";"Länsi-Pohjan SHP";"2021";"35-44";"2";3;7;3128
"15606";"Länsi-Pohjan SHP";"2021";"35-44";"2";4;8;3128
"15607";"Länsi-Pohjan SHP";"2021";"35-44";"2";5;1;3128
"15608";"Länsi-Pohjan SHP";"2021";"35-44";"2";6;NA;3128
"15609";"Länsi-Pohjan SHP";"2021";"35-44";"2";7;16;3128
"15610";"Länsi-Pohjan SHP";"2021";"35-44";"2";8;2;3128
"15611";"Länsi-Pohjan SHP";"2021";"45-54";"1";1;46;3406
"15612";"Länsi-Pohjan SHP";"2021";"45-54";"1";2;3;3406
"15613";"Länsi-Pohjan SHP";"2021";"45-54";"1";3;10;3406
"15614";"Länsi-Pohjan SHP";"2021";"45-54";"1";4;6;3406
"15615";"Länsi-Pohjan SHP";"2021";"45-54";"1";5;6;3406
"15616";"Länsi-Pohjan SHP";"2021";"45-54";"1";6;NA;3406
"15617";"Länsi-Pohjan SHP";"2021";"45-54";"1";7;12;3406
"15618";"Länsi-Pohjan SHP";"2021";"45-54";"1";8;NA;3406
"15619";"Länsi-Pohjan SHP";"2021";"45-54";"2";1;28;3150
"15620";"Länsi-Pohjan SHP";"2021";"45-54";"2";2;4;3150
"15621";"Länsi-Pohjan SHP";"2021";"45-54";"2";3;7;3150
"15622";"Länsi-Pohjan SHP";"2021";"45-54";"2";4;14;3150
"15623";"Länsi-Pohjan SHP";"2021";"45-54";"2";5;4;3150
"15624";"Länsi-Pohjan SHP";"2021";"45-54";"2";6;NA;3150
"15625";"Länsi-Pohjan SHP";"2021";"45-54";"2";7;5;3150
"15626";"Länsi-Pohjan SHP";"2021";"45-54";"2";8;NA;3150
"15627";"Länsi-Pohjan SHP";"2021";"55-64";"1";1;65;4398
"15628";"Länsi-Pohjan SHP";"2021";"55-64";"1";2;3;4398
"15629";"Länsi-Pohjan SHP";"2021";"55-64";"1";3;8;4398
"15630";"Länsi-Pohjan SHP";"2021";"55-64";"1";4;4;4398
"15631";"Länsi-Pohjan SHP";"2021";"55-64";"1";5;4;4398
"15632";"Länsi-Pohjan SHP";"2021";"55-64";"1";6;1;4398
"15633";"Länsi-Pohjan SHP";"2021";"55-64";"1";7;13;4398
"15634";"Länsi-Pohjan SHP";"2021";"55-64";"1";8;4;4398
"15635";"Länsi-Pohjan SHP";"2021";"55-64";"2";1;65;4308
"15636";"Länsi-Pohjan SHP";"2021";"55-64";"2";2;4;4308
"15637";"Länsi-Pohjan SHP";"2021";"55-64";"2";3;10;4308
"15638";"Länsi-Pohjan SHP";"2021";"55-64";"2";4;9;4308
"15639";"Länsi-Pohjan SHP";"2021";"55-64";"2";5;2;4308
"15640";"Länsi-Pohjan SHP";"2021";"55-64";"2";6;1;4308
"15641";"Länsi-Pohjan SHP";"2021";"55-64";"2";7;11;4308
"15642";"Länsi-Pohjan SHP";"2021";"55-64";"2";8;2;4308
"15643";"Länsi-Pohjan SHP";"2021";"65-74";"1";1;49;4800
"15644";"Länsi-Pohjan SHP";"2021";"65-74";"1";2;2;4800
"15645";"Länsi-Pohjan SHP";"2021";"65-74";"1";3;8;4800
"15646";"Länsi-Pohjan SHP";"2021";"65-74";"1";4;2;4800
"15647";"Länsi-Pohjan SHP";"2021";"65-74";"1";5;2;4800
"15648";"Länsi-Pohjan SHP";"2021";"65-74";"1";6;NA;4800
"15649";"Länsi-Pohjan SHP";"2021";"65-74";"1";7;9;4800
"15650";"Länsi-Pohjan SHP";"2021";"65-74";"1";8;NA;4800
"15651";"Länsi-Pohjan SHP";"2021";"65-74";"2";1;59;4821
"15652";"Länsi-Pohjan SHP";"2021";"65-74";"2";2;3;4821
"15653";"Länsi-Pohjan SHP";"2021";"65-74";"2";3;15;4821
"15654";"Länsi-Pohjan SHP";"2021";"65-74";"2";4;6;4821
"15655";"Länsi-Pohjan SHP";"2021";"65-74";"2";5;4;4821
"15656";"Länsi-Pohjan SHP";"2021";"65-74";"2";6;NA;4821
"15657";"Länsi-Pohjan SHP";"2021";"65-74";"2";7;13;4821
"15658";"Länsi-Pohjan SHP";"2021";"65-74";"2";8;1;4821
"15659";"Länsi-Pohjan SHP";"2021";"75-84";"1";1;17;2220
"15660";"Länsi-Pohjan SHP";"2021";"75-84";"1";2;NA;2220
"15661";"Länsi-Pohjan SHP";"2021";"75-84";"1";3;9;2220
"15662";"Länsi-Pohjan SHP";"2021";"75-84";"1";4;1;2220
"15663";"Länsi-Pohjan SHP";"2021";"75-84";"1";5;NA;2220
"15664";"Länsi-Pohjan SHP";"2021";"75-84";"1";6;NA;2220
"15665";"Länsi-Pohjan SHP";"2021";"75-84";"1";7;2;2220
"15666";"Länsi-Pohjan SHP";"2021";"75-84";"1";8;NA;2220
"15667";"Länsi-Pohjan SHP";"2021";"75-84";"2";1;14;2825
"15668";"Länsi-Pohjan SHP";"2021";"75-84";"2";2;1;2825
"15669";"Länsi-Pohjan SHP";"2021";"75-84";"2";3;16;2825
"15670";"Länsi-Pohjan SHP";"2021";"75-84";"2";4;5;2825
"15671";"Länsi-Pohjan SHP";"2021";"75-84";"2";5;1;2825
"15672";"Länsi-Pohjan SHP";"2021";"75-84";"2";6;NA;2825
"15673";"Länsi-Pohjan SHP";"2021";"75-84";"2";7;6;2825
"15674";"Länsi-Pohjan SHP";"2021";"75-84";"2";8;1;2825
"15675";"Länsi-Pohjan SHP";"2021";"85+";"1";1;1;712
"15676";"Länsi-Pohjan SHP";"2021";"85+";"1";2;NA;712
"15677";"Länsi-Pohjan SHP";"2021";"85+";"1";3;2;712
"15678";"Länsi-Pohjan SHP";"2021";"85+";"1";4;NA;712
"15679";"Länsi-Pohjan SHP";"2021";"85+";"1";5;NA;712
"15680";"Länsi-Pohjan SHP";"2021";"85+";"1";6;NA;712
"15681";"Länsi-Pohjan SHP";"2021";"85+";"1";7;NA;712
"15682";"Länsi-Pohjan SHP";"2021";"85+";"1";8;NA;712
"15683";"Länsi-Pohjan SHP";"2021";"85+";"2";1;4;1402
"15684";"Länsi-Pohjan SHP";"2021";"85+";"2";2;NA;1402
"15685";"Länsi-Pohjan SHP";"2021";"85+";"2";3;8;1402
"15686";"Länsi-Pohjan SHP";"2021";"85+";"2";4;1;1402
"15687";"Länsi-Pohjan SHP";"2021";"85+";"2";5;1;1402
"15688";"Länsi-Pohjan SHP";"2021";"85+";"2";6;NA;1402
"15689";"Länsi-Pohjan SHP";"2021";"85+";"2";7;1;1402
"15690";"Länsi-Pohjan SHP";"2021";"85+";"2";8;NA;1402
"15691";"Pirkanmaan SHP";"2015";"0-12";"1";1;1;38175
"15692";"Pirkanmaan SHP";"2015";"0-12";"1";2;NA;38175
"15693";"Pirkanmaan SHP";"2015";"0-12";"1";3;NA;38175
"15694";"Pirkanmaan SHP";"2015";"0-12";"1";4;2;38175
"15695";"Pirkanmaan SHP";"2015";"0-12";"1";5;NA;38175
"15696";"Pirkanmaan SHP";"2015";"0-12";"1";6;1;38175
"15697";"Pirkanmaan SHP";"2015";"0-12";"1";7;5;38175
"15698";"Pirkanmaan SHP";"2015";"0-12";"1";8;NA;38175
"15699";"Pirkanmaan SHP";"2015";"0-12";"2";1;NA;36837
"15700";"Pirkanmaan SHP";"2015";"0-12";"2";2;NA;36837
"15701";"Pirkanmaan SHP";"2015";"0-12";"2";3;NA;36837
"15702";"Pirkanmaan SHP";"2015";"0-12";"2";4;3;36837
"15703";"Pirkanmaan SHP";"2015";"0-12";"2";5;NA;36837
"15704";"Pirkanmaan SHP";"2015";"0-12";"2";6;1;36837
"15705";"Pirkanmaan SHP";"2015";"0-12";"2";7;7;36837
"15706";"Pirkanmaan SHP";"2015";"0-12";"2";8;NA;36837
"15707";"Pirkanmaan SHP";"2015";"13-17";"1";1;NA;13763
"15708";"Pirkanmaan SHP";"2015";"13-17";"1";2;1;13763
"15709";"Pirkanmaan SHP";"2015";"13-17";"1";3;1;13763
"15710";"Pirkanmaan SHP";"2015";"13-17";"1";4;4;13763
"15711";"Pirkanmaan SHP";"2015";"13-17";"1";5;NA;13763
"15712";"Pirkanmaan SHP";"2015";"13-17";"1";6;NA;13763
"15713";"Pirkanmaan SHP";"2015";"13-17";"1";7;22;13763
"15714";"Pirkanmaan SHP";"2015";"13-17";"1";8;NA;13763
"15715";"Pirkanmaan SHP";"2015";"13-17";"2";1;2;13223
"15716";"Pirkanmaan SHP";"2015";"13-17";"2";2;NA;13223
"15717";"Pirkanmaan SHP";"2015";"13-17";"2";3;NA;13223
"15718";"Pirkanmaan SHP";"2015";"13-17";"2";4;10;13223
"15719";"Pirkanmaan SHP";"2015";"13-17";"2";5;1;13223
"15720";"Pirkanmaan SHP";"2015";"13-17";"2";6;1;13223
"15721";"Pirkanmaan SHP";"2015";"13-17";"2";7;59;13223
"15722";"Pirkanmaan SHP";"2015";"13-17";"2";8;NA;13223
"15723";"Pirkanmaan SHP";"2015";"18-24";"1";1;38;23442
"15724";"Pirkanmaan SHP";"2015";"18-24";"1";2;8;23442
"15725";"Pirkanmaan SHP";"2015";"18-24";"1";3;4;23442
"15726";"Pirkanmaan SHP";"2015";"18-24";"1";4;42;23442
"15727";"Pirkanmaan SHP";"2015";"18-24";"1";5;6;23442
"15728";"Pirkanmaan SHP";"2015";"18-24";"1";6;2;23442
"15729";"Pirkanmaan SHP";"2015";"18-24";"1";7;122;23442
"15730";"Pirkanmaan SHP";"2015";"18-24";"1";8;5;23442
"15731";"Pirkanmaan SHP";"2015";"18-24";"2";1;24;22278
"15732";"Pirkanmaan SHP";"2015";"18-24";"2";2;7;22278
"15733";"Pirkanmaan SHP";"2015";"18-24";"2";3;9;22278
"15734";"Pirkanmaan SHP";"2015";"18-24";"2";4;45;22278
"15735";"Pirkanmaan SHP";"2015";"18-24";"2";5;3;22278
"15736";"Pirkanmaan SHP";"2015";"18-24";"2";6;1;22278
"15737";"Pirkanmaan SHP";"2015";"18-24";"2";7;157;22278
"15738";"Pirkanmaan SHP";"2015";"18-24";"2";8;4;22278
"15739";"Pirkanmaan SHP";"2015";"25-34";"1";1;194;36445
"15740";"Pirkanmaan SHP";"2015";"25-34";"1";2;39;36445
"15741";"Pirkanmaan SHP";"2015";"25-34";"1";3;32;36445
"15742";"Pirkanmaan SHP";"2015";"25-34";"1";4;90;36445
"15743";"Pirkanmaan SHP";"2015";"25-34";"1";5;26;36445
"15744";"Pirkanmaan SHP";"2015";"25-34";"1";6;6;36445
"15745";"Pirkanmaan SHP";"2015";"25-34";"1";7;149;36445
"15746";"Pirkanmaan SHP";"2015";"25-34";"1";8;5;36445
"15747";"Pirkanmaan SHP";"2015";"25-34";"2";1;103;34391
"15748";"Pirkanmaan SHP";"2015";"25-34";"2";2;38;34391
"15749";"Pirkanmaan SHP";"2015";"25-34";"2";3;19;34391
"15750";"Pirkanmaan SHP";"2015";"25-34";"2";4;56;34391
"15751";"Pirkanmaan SHP";"2015";"25-34";"2";5;20;34391
"15752";"Pirkanmaan SHP";"2015";"25-34";"2";6;11;34391
"15753";"Pirkanmaan SHP";"2015";"25-34";"2";7;103;34391
"15754";"Pirkanmaan SHP";"2015";"25-34";"2";8;9;34391
"15755";"Pirkanmaan SHP";"2015";"35-44";"1";1;265;33540
"15756";"Pirkanmaan SHP";"2015";"35-44";"1";2;42;33540
"15757";"Pirkanmaan SHP";"2015";"35-44";"1";3;48;33540
"15758";"Pirkanmaan SHP";"2015";"35-44";"1";4;63;33540
"15759";"Pirkanmaan SHP";"2015";"35-44";"1";5;17;33540
"15760";"Pirkanmaan SHP";"2015";"35-44";"1";6;6;33540
"15761";"Pirkanmaan SHP";"2015";"35-44";"1";7;71;33540
"15762";"Pirkanmaan SHP";"2015";"35-44";"1";8;2;33540
"15763";"Pirkanmaan SHP";"2015";"35-44";"2";1;143;31588
"15764";"Pirkanmaan SHP";"2015";"35-44";"2";2;51;31588
"15765";"Pirkanmaan SHP";"2015";"35-44";"2";3;52;31588
"15766";"Pirkanmaan SHP";"2015";"35-44";"2";4;66;31588
"15767";"Pirkanmaan SHP";"2015";"35-44";"2";5;9;31588
"15768";"Pirkanmaan SHP";"2015";"35-44";"2";6;8;31588
"15769";"Pirkanmaan SHP";"2015";"35-44";"2";7;58;31588
"15770";"Pirkanmaan SHP";"2015";"35-44";"2";8;8;31588
"15771";"Pirkanmaan SHP";"2015";"45-54";"1";1;297;34143
"15772";"Pirkanmaan SHP";"2015";"45-54";"1";2;37;34143
"15773";"Pirkanmaan SHP";"2015";"45-54";"1";3;56;34143
"15774";"Pirkanmaan SHP";"2015";"45-54";"1";4;47;34143
"15775";"Pirkanmaan SHP";"2015";"45-54";"1";5;28;34143
"15776";"Pirkanmaan SHP";"2015";"45-54";"1";6;2;34143
"15777";"Pirkanmaan SHP";"2015";"45-54";"1";7;49;34143
"15778";"Pirkanmaan SHP";"2015";"45-54";"1";8;10;34143
"15779";"Pirkanmaan SHP";"2015";"45-54";"2";1;247;33228
"15780";"Pirkanmaan SHP";"2015";"45-54";"2";2;70;33228
"15781";"Pirkanmaan SHP";"2015";"45-54";"2";3;55;33228
"15782";"Pirkanmaan SHP";"2015";"45-54";"2";4;52;33228
"15783";"Pirkanmaan SHP";"2015";"45-54";"2";5;12;33228
"15784";"Pirkanmaan SHP";"2015";"45-54";"2";6;NA;33228
"15785";"Pirkanmaan SHP";"2015";"45-54";"2";7;39;33228
"15786";"Pirkanmaan SHP";"2015";"45-54";"2";8;12;33228
"15787";"Pirkanmaan SHP";"2015";"55-64";"1";1;314;33078
"15788";"Pirkanmaan SHP";"2015";"55-64";"1";2;31;33078
"15789";"Pirkanmaan SHP";"2015";"55-64";"1";3;57;33078
"15790";"Pirkanmaan SHP";"2015";"55-64";"1";4;31;33078
"15791";"Pirkanmaan SHP";"2015";"55-64";"1";5;12;33078
"15792";"Pirkanmaan SHP";"2015";"55-64";"1";6;3;33078
"15793";"Pirkanmaan SHP";"2015";"55-64";"1";7;27;33078
"15794";"Pirkanmaan SHP";"2015";"55-64";"1";8;15;33078
"15795";"Pirkanmaan SHP";"2015";"55-64";"2";1;307;34394
"15796";"Pirkanmaan SHP";"2015";"55-64";"2";2;46;34394
"15797";"Pirkanmaan SHP";"2015";"55-64";"2";3;87;34394
"15798";"Pirkanmaan SHP";"2015";"55-64";"2";4;47;34394
"15799";"Pirkanmaan SHP";"2015";"55-64";"2";5;16;34394
"15800";"Pirkanmaan SHP";"2015";"55-64";"2";6;6;34394
"15801";"Pirkanmaan SHP";"2015";"55-64";"2";7;35;34394
"15802";"Pirkanmaan SHP";"2015";"55-64";"2";8;8;34394
"15803";"Pirkanmaan SHP";"2015";"65-74";"1";1;168;28953
"15804";"Pirkanmaan SHP";"2015";"65-74";"1";2;25;28953
"15805";"Pirkanmaan SHP";"2015";"65-74";"1";3;54;28953
"15806";"Pirkanmaan SHP";"2015";"65-74";"1";4;13;28953
"15807";"Pirkanmaan SHP";"2015";"65-74";"1";5;4;28953
"15808";"Pirkanmaan SHP";"2015";"65-74";"1";6;NA;28953
"15809";"Pirkanmaan SHP";"2015";"65-74";"1";7;14;28953
"15810";"Pirkanmaan SHP";"2015";"65-74";"1";8;12;28953
"15811";"Pirkanmaan SHP";"2015";"65-74";"2";1;287;32477
"15812";"Pirkanmaan SHP";"2015";"65-74";"2";2;37;32477
"15813";"Pirkanmaan SHP";"2015";"65-74";"2";3;125;32477
"15814";"Pirkanmaan SHP";"2015";"65-74";"2";4;33;32477
"15815";"Pirkanmaan SHP";"2015";"65-74";"2";5;1;32477
"15816";"Pirkanmaan SHP";"2015";"65-74";"2";6;4;32477
"15817";"Pirkanmaan SHP";"2015";"65-74";"2";7;29;32477
"15818";"Pirkanmaan SHP";"2015";"65-74";"2";8;8;32477
"15819";"Pirkanmaan SHP";"2015";"75-84";"1";1;42;13639
"15820";"Pirkanmaan SHP";"2015";"75-84";"1";2;4;13639
"15821";"Pirkanmaan SHP";"2015";"75-84";"1";3;23;13639
"15822";"Pirkanmaan SHP";"2015";"75-84";"1";4;3;13639
"15823";"Pirkanmaan SHP";"2015";"75-84";"1";5;NA;13639
"15824";"Pirkanmaan SHP";"2015";"75-84";"1";6;1;13639
"15825";"Pirkanmaan SHP";"2015";"75-84";"1";7;2;13639
"15826";"Pirkanmaan SHP";"2015";"75-84";"1";8;1;13639
"15827";"Pirkanmaan SHP";"2015";"75-84";"2";1;115;19455
"15828";"Pirkanmaan SHP";"2015";"75-84";"2";2;6;19455
"15829";"Pirkanmaan SHP";"2015";"75-84";"2";3;155;19455
"15830";"Pirkanmaan SHP";"2015";"75-84";"2";4;13;19455
"15831";"Pirkanmaan SHP";"2015";"75-84";"2";5;NA;19455
"15832";"Pirkanmaan SHP";"2015";"75-84";"2";6;2;19455
"15833";"Pirkanmaan SHP";"2015";"75-84";"2";7;7;19455
"15834";"Pirkanmaan SHP";"2015";"75-84";"2";8;9;19455
"15835";"Pirkanmaan SHP";"2015";"85+";"1";1;1;4050
"15836";"Pirkanmaan SHP";"2015";"85+";"1";2;NA;4050
"15837";"Pirkanmaan SHP";"2015";"85+";"1";3;14;4050
"15838";"Pirkanmaan SHP";"2015";"85+";"1";4;NA;4050
"15839";"Pirkanmaan SHP";"2015";"85+";"1";5;NA;4050
"15840";"Pirkanmaan SHP";"2015";"85+";"1";6;1;4050
"15841";"Pirkanmaan SHP";"2015";"85+";"1";7;1;4050
"15842";"Pirkanmaan SHP";"2015";"85+";"1";8;NA;4050
"15843";"Pirkanmaan SHP";"2015";"85+";"2";1;36;9842
"15844";"Pirkanmaan SHP";"2015";"85+";"2";2;1;9842
"15845";"Pirkanmaan SHP";"2015";"85+";"2";3;91;9842
"15846";"Pirkanmaan SHP";"2015";"85+";"2";4;2;9842
"15847";"Pirkanmaan SHP";"2015";"85+";"2";5;NA;9842
"15848";"Pirkanmaan SHP";"2015";"85+";"2";6;NA;9842
"15849";"Pirkanmaan SHP";"2015";"85+";"2";7;11;9842
"15850";"Pirkanmaan SHP";"2015";"85+";"2";8;7;9842
"15851";"Pirkanmaan SHP";"2016";"0-12";"1";1;1;38174
"15852";"Pirkanmaan SHP";"2016";"0-12";"1";2;NA;38174
"15853";"Pirkanmaan SHP";"2016";"0-12";"1";3;NA;38174
"15854";"Pirkanmaan SHP";"2016";"0-12";"1";4;1;38174
"15855";"Pirkanmaan SHP";"2016";"0-12";"1";5;NA;38174
"15856";"Pirkanmaan SHP";"2016";"0-12";"1";6;1;38174
"15857";"Pirkanmaan SHP";"2016";"0-12";"1";7;3;38174
"15858";"Pirkanmaan SHP";"2016";"0-12";"1";8;NA;38174
"15859";"Pirkanmaan SHP";"2016";"0-12";"2";1;NA;36824
"15860";"Pirkanmaan SHP";"2016";"0-12";"2";2;NA;36824
"15861";"Pirkanmaan SHP";"2016";"0-12";"2";3;NA;36824
"15862";"Pirkanmaan SHP";"2016";"0-12";"2";4;1;36824
"15863";"Pirkanmaan SHP";"2016";"0-12";"2";5;NA;36824
"15864";"Pirkanmaan SHP";"2016";"0-12";"2";6;2;36824
"15865";"Pirkanmaan SHP";"2016";"0-12";"2";7;8;36824
"15866";"Pirkanmaan SHP";"2016";"0-12";"2";8;NA;36824
"15867";"Pirkanmaan SHP";"2016";"13-17";"1";1;1;13924
"15868";"Pirkanmaan SHP";"2016";"13-17";"1";2;1;13924
"15869";"Pirkanmaan SHP";"2016";"13-17";"1";3;NA;13924
"15870";"Pirkanmaan SHP";"2016";"13-17";"1";4;8;13924
"15871";"Pirkanmaan SHP";"2016";"13-17";"1";5;NA;13924
"15872";"Pirkanmaan SHP";"2016";"13-17";"1";6;NA;13924
"15873";"Pirkanmaan SHP";"2016";"13-17";"1";7;31;13924
"15874";"Pirkanmaan SHP";"2016";"13-17";"1";8;1;13924
"15875";"Pirkanmaan SHP";"2016";"13-17";"2";1;3;13366
"15876";"Pirkanmaan SHP";"2016";"13-17";"2";2;NA;13366
"15877";"Pirkanmaan SHP";"2016";"13-17";"2";3;NA;13366
"15878";"Pirkanmaan SHP";"2016";"13-17";"2";4;11;13366
"15879";"Pirkanmaan SHP";"2016";"13-17";"2";5;1;13366
"15880";"Pirkanmaan SHP";"2016";"13-17";"2";6;1;13366
"15881";"Pirkanmaan SHP";"2016";"13-17";"2";7;49;13366
"15882";"Pirkanmaan SHP";"2016";"13-17";"2";8;2;13366
"15883";"Pirkanmaan SHP";"2016";"18-24";"1";1;42;23390
"15884";"Pirkanmaan SHP";"2016";"18-24";"1";2;6;23390
"15885";"Pirkanmaan SHP";"2016";"18-24";"1";3;3;23390
"15886";"Pirkanmaan SHP";"2016";"18-24";"1";4;31;23390
"15887";"Pirkanmaan SHP";"2016";"18-24";"1";5;7;23390
"15888";"Pirkanmaan SHP";"2016";"18-24";"1";6;2;23390
"15889";"Pirkanmaan SHP";"2016";"18-24";"1";7;121;23390
"15890";"Pirkanmaan SHP";"2016";"18-24";"1";8;4;23390
"15891";"Pirkanmaan SHP";"2016";"18-24";"2";1;24;22180
"15892";"Pirkanmaan SHP";"2016";"18-24";"2";2;10;22180
"15893";"Pirkanmaan SHP";"2016";"18-24";"2";3;4;22180
"15894";"Pirkanmaan SHP";"2016";"18-24";"2";4;46;22180
"15895";"Pirkanmaan SHP";"2016";"18-24";"2";5;2;22180
"15896";"Pirkanmaan SHP";"2016";"18-24";"2";6;2;22180
"15897";"Pirkanmaan SHP";"2016";"18-24";"2";7;170;22180
"15898";"Pirkanmaan SHP";"2016";"18-24";"2";8;3;22180
"15899";"Pirkanmaan SHP";"2016";"25-34";"1";1;196;36534
"15900";"Pirkanmaan SHP";"2016";"25-34";"1";2;43;36534
"15901";"Pirkanmaan SHP";"2016";"25-34";"1";3;36;36534
"15902";"Pirkanmaan SHP";"2016";"25-34";"1";4;110;36534
"15903";"Pirkanmaan SHP";"2016";"25-34";"1";5;29;36534
"15904";"Pirkanmaan SHP";"2016";"25-34";"1";6;7;36534
"15905";"Pirkanmaan SHP";"2016";"25-34";"1";7;181;36534
"15906";"Pirkanmaan SHP";"2016";"25-34";"1";8;4;36534
"15907";"Pirkanmaan SHP";"2016";"25-34";"2";1;113;34600
"15908";"Pirkanmaan SHP";"2016";"25-34";"2";2;46;34600
"15909";"Pirkanmaan SHP";"2016";"25-34";"2";3;24;34600
"15910";"Pirkanmaan SHP";"2016";"25-34";"2";4;63;34600
"15911";"Pirkanmaan SHP";"2016";"25-34";"2";5;17;34600
"15912";"Pirkanmaan SHP";"2016";"25-34";"2";6;12;34600
"15913";"Pirkanmaan SHP";"2016";"25-34";"2";7;118;34600
"15914";"Pirkanmaan SHP";"2016";"25-34";"2";8;12;34600
"15915";"Pirkanmaan SHP";"2016";"35-44";"1";1;274;34086
"15916";"Pirkanmaan SHP";"2016";"35-44";"1";2;43;34086
"15917";"Pirkanmaan SHP";"2016";"35-44";"1";3;53;34086
"15918";"Pirkanmaan SHP";"2016";"35-44";"1";4;75;34086
"15919";"Pirkanmaan SHP";"2016";"35-44";"1";5;17;34086
"15920";"Pirkanmaan SHP";"2016";"35-44";"1";6;6;34086
