"";"SHP";"VUOSI";"IKARYHMA";"SUKUP";"DIAGNOOSI";"N";"VAESTO"
"1";"Ahvenanmaa";"2015";"0-12";"1";1;NA;2092
"2";"Ahvenanmaa";"2015";"0-12";"1";2;NA;2092
"3";"Ahvenanmaa";"2015";"0-12";"1";3;NA;2092
"4";"Ahvenanmaa";"2015";"0-12";"1";4;NA;2092
"5";"Ahvenanmaa";"2015";"0-12";"1";5;NA;2092
"6";"Ahvenanmaa";"2015";"0-12";"1";6;NA;2092
"7";"Ahvenanmaa";"2015";"0-12";"1";7;NA;2092
"8";"Ahvenanmaa";"2015";"0-12";"1";8;NA;2092
"9";"Ahvenanmaa";"2015";"0-12";"2";1;NA;1984
"10";"Ahvenanmaa";"2015";"0-12";"2";2;NA;1984
"11";"Ahvenanmaa";"2015";"0-12";"2";3;NA;1984
"12";"Ahvenanmaa";"2015";"0-12";"2";4;NA;1984
"13";"Ahvenanmaa";"2015";"0-12";"2";5;NA;1984
"14";"Ahvenanmaa";"2015";"0-12";"2";6;NA;1984
"15";"Ahvenanmaa";"2015";"0-12";"2";7;NA;1984
"16";"Ahvenanmaa";"2015";"0-12";"2";8;NA;1984
"17";"Ahvenanmaa";"2015";"13-17";"1";1;NA;856
"18";"Ahvenanmaa";"2015";"13-17";"1";2;NA;856
"19";"Ahvenanmaa";"2015";"13-17";"1";3;1;856
"20";"Ahvenanmaa";"2015";"13-17";"1";4;NA;856
"21";"Ahvenanmaa";"2015";"13-17";"1";5;NA;856
"22";"Ahvenanmaa";"2015";"13-17";"1";6;NA;856
"23";"Ahvenanmaa";"2015";"13-17";"1";7;NA;856
"24";"Ahvenanmaa";"2015";"13-17";"1";8;NA;856
"25";"Ahvenanmaa";"2015";"13-17";"2";1;NA;751
"26";"Ahvenanmaa";"2015";"13-17";"2";2;NA;751
"27";"Ahvenanmaa";"2015";"13-17";"2";3;1;751
"28";"Ahvenanmaa";"2015";"13-17";"2";4;NA;751
"29";"Ahvenanmaa";"2015";"13-17";"2";5;NA;751
"30";"Ahvenanmaa";"2015";"13-17";"2";6;NA;751
"31";"Ahvenanmaa";"2015";"13-17";"2";7;1;751
"32";"Ahvenanmaa";"2015";"13-17";"2";8;NA;751
"33";"Ahvenanmaa";"2015";"18-24";"1";1;4;1114
"34";"Ahvenanmaa";"2015";"18-24";"1";2;NA;1114
"35";"Ahvenanmaa";"2015";"18-24";"1";3;NA;1114
"36";"Ahvenanmaa";"2015";"18-24";"1";4;NA;1114
"37";"Ahvenanmaa";"2015";"18-24";"1";5;NA;1114
"38";"Ahvenanmaa";"2015";"18-24";"1";6;NA;1114
"39";"Ahvenanmaa";"2015";"18-24";"1";7;NA;1114
"40";"Ahvenanmaa";"2015";"18-24";"1";8;NA;1114
"41";"Ahvenanmaa";"2015";"18-24";"2";1;NA;980
"42";"Ahvenanmaa";"2015";"18-24";"2";2;NA;980
"43";"Ahvenanmaa";"2015";"18-24";"2";3;NA;980
"44";"Ahvenanmaa";"2015";"18-24";"2";4;NA;980
"45";"Ahvenanmaa";"2015";"18-24";"2";5;NA;980
"46";"Ahvenanmaa";"2015";"18-24";"2";6;NA;980
"47";"Ahvenanmaa";"2015";"18-24";"2";7;3;980
"48";"Ahvenanmaa";"2015";"18-24";"2";8;NA;980
"49";"Ahvenanmaa";"2015";"25-34";"1";1;6;1772
"50";"Ahvenanmaa";"2015";"25-34";"1";2;2;1772
"51";"Ahvenanmaa";"2015";"25-34";"1";3;3;1772
"52";"Ahvenanmaa";"2015";"25-34";"1";4;8;1772
"53";"Ahvenanmaa";"2015";"25-34";"1";5;NA;1772
"54";"Ahvenanmaa";"2015";"25-34";"1";6;1;1772
"55";"Ahvenanmaa";"2015";"25-34";"1";7;2;1772
"56";"Ahvenanmaa";"2015";"25-34";"1";8;NA;1772
"57";"Ahvenanmaa";"2015";"25-34";"2";1;5;1643
"58";"Ahvenanmaa";"2015";"25-34";"2";2;2;1643
"59";"Ahvenanmaa";"2015";"25-34";"2";3;1;1643
"60";"Ahvenanmaa";"2015";"25-34";"2";4;2;1643
"61";"Ahvenanmaa";"2015";"25-34";"2";5;NA;1643
"62";"Ahvenanmaa";"2015";"25-34";"2";6;1;1643
"63";"Ahvenanmaa";"2015";"25-34";"2";7;2;1643
"64";"Ahvenanmaa";"2015";"25-34";"2";8;NA;1643
"65";"Ahvenanmaa";"2015";"35-44";"1";1;4;1876
"66";"Ahvenanmaa";"2015";"35-44";"1";2;1;1876
"67";"Ahvenanmaa";"2015";"35-44";"1";3;4;1876
"68";"Ahvenanmaa";"2015";"35-44";"1";4;1;1876
"69";"Ahvenanmaa";"2015";"35-44";"1";5;NA;1876
"70";"Ahvenanmaa";"2015";"35-44";"1";6;NA;1876
"71";"Ahvenanmaa";"2015";"35-44";"1";7;3;1876
"72";"Ahvenanmaa";"2015";"35-44";"1";8;NA;1876
"73";"Ahvenanmaa";"2015";"35-44";"2";1;4;1798
"74";"Ahvenanmaa";"2015";"35-44";"2";2;NA;1798
"75";"Ahvenanmaa";"2015";"35-44";"2";3;2;1798
"76";"Ahvenanmaa";"2015";"35-44";"2";4;3;1798
"77";"Ahvenanmaa";"2015";"35-44";"2";5;NA;1798
"78";"Ahvenanmaa";"2015";"35-44";"2";6;NA;1798
"79";"Ahvenanmaa";"2015";"35-44";"2";7;NA;1798
"80";"Ahvenanmaa";"2015";"35-44";"2";8;NA;1798
"81";"Ahvenanmaa";"2015";"45-54";"1";1;12;2040
"82";"Ahvenanmaa";"2015";"45-54";"1";2;NA;2040
"83";"Ahvenanmaa";"2015";"45-54";"1";3;4;2040
"84";"Ahvenanmaa";"2015";"45-54";"1";4;2;2040
"85";"Ahvenanmaa";"2015";"45-54";"1";5;NA;2040
"86";"Ahvenanmaa";"2015";"45-54";"1";6;NA;2040
"87";"Ahvenanmaa";"2015";"45-54";"1";7;1;2040
"88";"Ahvenanmaa";"2015";"45-54";"1";8;NA;2040
"89";"Ahvenanmaa";"2015";"45-54";"2";1;10;2060
"90";"Ahvenanmaa";"2015";"45-54";"2";2;4;2060
"91";"Ahvenanmaa";"2015";"45-54";"2";3;2;2060
"92";"Ahvenanmaa";"2015";"45-54";"2";4;NA;2060
"93";"Ahvenanmaa";"2015";"45-54";"2";5;NA;2060
"94";"Ahvenanmaa";"2015";"45-54";"2";6;NA;2060
"95";"Ahvenanmaa";"2015";"45-54";"2";7;4;2060
"96";"Ahvenanmaa";"2015";"45-54";"2";8;NA;2060
"97";"Ahvenanmaa";"2015";"55-64";"1";1;6;1907
"98";"Ahvenanmaa";"2015";"55-64";"1";2;3;1907
"99";"Ahvenanmaa";"2015";"55-64";"1";3;2;1907
"100";"Ahvenanmaa";"2015";"55-64";"1";4;1;1907
"101";"Ahvenanmaa";"2015";"55-64";"1";5;NA;1907
"102";"Ahvenanmaa";"2015";"55-64";"1";6;1;1907
"103";"Ahvenanmaa";"2015";"55-64";"1";7;3;1907
"104";"Ahvenanmaa";"2015";"55-64";"1";8;NA;1907
"105";"Ahvenanmaa";"2015";"55-64";"2";1;8;2087
"106";"Ahvenanmaa";"2015";"55-64";"2";2;4;2087
"107";"Ahvenanmaa";"2015";"55-64";"2";3;4;2087
"108";"Ahvenanmaa";"2015";"55-64";"2";4;3;2087
"109";"Ahvenanmaa";"2015";"55-64";"2";5;1;2087
"110";"Ahvenanmaa";"2015";"55-64";"2";6;NA;2087
"111";"Ahvenanmaa";"2015";"55-64";"2";7;2;2087
"112";"Ahvenanmaa";"2015";"55-64";"2";8;NA;2087
"113";"Ahvenanmaa";"2015";"65-74";"1";1;2;1767
"114";"Ahvenanmaa";"2015";"65-74";"1";2;1;1767
"115";"Ahvenanmaa";"2015";"65-74";"1";3;2;1767
"116";"Ahvenanmaa";"2015";"65-74";"1";4;NA;1767
"117";"Ahvenanmaa";"2015";"65-74";"1";5;NA;1767
"118";"Ahvenanmaa";"2015";"65-74";"1";6;NA;1767
"119";"Ahvenanmaa";"2015";"65-74";"1";7;NA;1767
"120";"Ahvenanmaa";"2015";"65-74";"1";8;NA;1767
"121";"Ahvenanmaa";"2015";"65-74";"2";1;2;1732
"122";"Ahvenanmaa";"2015";"65-74";"2";2;3;1732
"123";"Ahvenanmaa";"2015";"65-74";"2";3;NA;1732
"124";"Ahvenanmaa";"2015";"65-74";"2";4;NA;1732
"125";"Ahvenanmaa";"2015";"65-74";"2";5;NA;1732
"126";"Ahvenanmaa";"2015";"65-74";"2";6;NA;1732
"127";"Ahvenanmaa";"2015";"65-74";"2";7;2;1732
"128";"Ahvenanmaa";"2015";"65-74";"2";8;NA;1732
"129";"Ahvenanmaa";"2015";"75-84";"1";1;1;812
"130";"Ahvenanmaa";"2015";"75-84";"1";2;NA;812
"131";"Ahvenanmaa";"2015";"75-84";"1";3;1;812
"132";"Ahvenanmaa";"2015";"75-84";"1";4;NA;812
"133";"Ahvenanmaa";"2015";"75-84";"1";5;NA;812
"134";"Ahvenanmaa";"2015";"75-84";"1";6;NA;812
"135";"Ahvenanmaa";"2015";"75-84";"1";7;NA;812
"136";"Ahvenanmaa";"2015";"75-84";"1";8;NA;812
"137";"Ahvenanmaa";"2015";"75-84";"2";1;4;962
"138";"Ahvenanmaa";"2015";"75-84";"2";2;NA;962
"139";"Ahvenanmaa";"2015";"75-84";"2";3;2;962
"140";"Ahvenanmaa";"2015";"75-84";"2";4;2;962
"141";"Ahvenanmaa";"2015";"75-84";"2";5;NA;962
"142";"Ahvenanmaa";"2015";"75-84";"2";6;NA;962
"143";"Ahvenanmaa";"2015";"75-84";"2";7;NA;962
"144";"Ahvenanmaa";"2015";"75-84";"2";8;NA;962
"145";"Ahvenanmaa";"2015";"85+";"1";1;NA;249
"146";"Ahvenanmaa";"2015";"85+";"1";2;NA;249
"147";"Ahvenanmaa";"2015";"85+";"1";3;NA;249
"148";"Ahvenanmaa";"2015";"85+";"1";4;NA;249
"149";"Ahvenanmaa";"2015";"85+";"1";5;NA;249
"150";"Ahvenanmaa";"2015";"85+";"1";6;NA;249
"151";"Ahvenanmaa";"2015";"85+";"1";7;1;249
"152";"Ahvenanmaa";"2015";"85+";"1";8;NA;249
"153";"Ahvenanmaa";"2015";"85+";"2";1;NA;501
"154";"Ahvenanmaa";"2015";"85+";"2";2;NA;501
"155";"Ahvenanmaa";"2015";"85+";"2";3;2;501
"156";"Ahvenanmaa";"2015";"85+";"2";4;NA;501
"157";"Ahvenanmaa";"2015";"85+";"2";5;NA;501
"158";"Ahvenanmaa";"2015";"85+";"2";6;NA;501
"159";"Ahvenanmaa";"2015";"85+";"2";7;NA;501
"160";"Ahvenanmaa";"2015";"85+";"2";8;NA;501
"161";"Ahvenanmaa";"2016";"0-12";"1";1;NA;2119
"162";"Ahvenanmaa";"2016";"0-12";"1";2;NA;2119
"163";"Ahvenanmaa";"2016";"0-12";"1";3;NA;2119
"164";"Ahvenanmaa";"2016";"0-12";"1";4;NA;2119
"165";"Ahvenanmaa";"2016";"0-12";"1";5;NA;2119
"166";"Ahvenanmaa";"2016";"0-12";"1";6;NA;2119
"167";"Ahvenanmaa";"2016";"0-12";"1";7;NA;2119
"168";"Ahvenanmaa";"2016";"0-12";"1";8;NA;2119
"169";"Ahvenanmaa";"2016";"0-12";"2";1;NA;2037
"170";"Ahvenanmaa";"2016";"0-12";"2";2;NA;2037
"171";"Ahvenanmaa";"2016";"0-12";"2";3;NA;2037
"172";"Ahvenanmaa";"2016";"0-12";"2";4;NA;2037
"173";"Ahvenanmaa";"2016";"0-12";"2";5;NA;2037
"174";"Ahvenanmaa";"2016";"0-12";"2";6;NA;2037
"175";"Ahvenanmaa";"2016";"0-12";"2";7;NA;2037
"176";"Ahvenanmaa";"2016";"0-12";"2";8;NA;2037
"177";"Ahvenanmaa";"2016";"13-17";"1";1;NA;840
"178";"Ahvenanmaa";"2016";"13-17";"1";2;NA;840
"179";"Ahvenanmaa";"2016";"13-17";"1";3;1;840
"180";"Ahvenanmaa";"2016";"13-17";"1";4;NA;840
"181";"Ahvenanmaa";"2016";"13-17";"1";5;NA;840
"182";"Ahvenanmaa";"2016";"13-17";"1";6;NA;840
"183";"Ahvenanmaa";"2016";"13-17";"1";7;NA;840
"184";"Ahvenanmaa";"2016";"13-17";"1";8;NA;840
"185";"Ahvenanmaa";"2016";"13-17";"2";1;NA;739
"186";"Ahvenanmaa";"2016";"13-17";"2";2;NA;739
"187";"Ahvenanmaa";"2016";"13-17";"2";3;1;739
"188";"Ahvenanmaa";"2016";"13-17";"2";4;NA;739
"189";"Ahvenanmaa";"2016";"13-17";"2";5;NA;739
"190";"Ahvenanmaa";"2016";"13-17";"2";6;NA;739
"191";"Ahvenanmaa";"2016";"13-17";"2";7;NA;739
"192";"Ahvenanmaa";"2016";"13-17";"2";8;NA;739
"193";"Ahvenanmaa";"2016";"18-24";"1";1;2;1080
"194";"Ahvenanmaa";"2016";"18-24";"1";2;NA;1080
"195";"Ahvenanmaa";"2016";"18-24";"1";3;1;1080
"196";"Ahvenanmaa";"2016";"18-24";"1";4;1;1080
"197";"Ahvenanmaa";"2016";"18-24";"1";5;NA;1080
"198";"Ahvenanmaa";"2016";"18-24";"1";6;NA;1080
"199";"Ahvenanmaa";"2016";"18-24";"1";7;NA;1080
"200";"Ahvenanmaa";"2016";"18-24";"1";8;NA;1080
"201";"Ahvenanmaa";"2016";"18-24";"2";1;3;961
"202";"Ahvenanmaa";"2016";"18-24";"2";2;NA;961
"203";"Ahvenanmaa";"2016";"18-24";"2";3;1;961
"204";"Ahvenanmaa";"2016";"18-24";"2";4;1;961
"205";"Ahvenanmaa";"2016";"18-24";"2";5;NA;961
"206";"Ahvenanmaa";"2016";"18-24";"2";6;NA;961
"207";"Ahvenanmaa";"2016";"18-24";"2";7;4;961
"208";"Ahvenanmaa";"2016";"18-24";"2";8;NA;961
"209";"Ahvenanmaa";"2016";"25-34";"1";1;7;1810
"210";"Ahvenanmaa";"2016";"25-34";"1";2;2;1810
"211";"Ahvenanmaa";"2016";"25-34";"1";3;2;1810
"212";"Ahvenanmaa";"2016";"25-34";"1";4;6;1810
"213";"Ahvenanmaa";"2016";"25-34";"1";5;NA;1810
"214";"Ahvenanmaa";"2016";"25-34";"1";6;NA;1810
"215";"Ahvenanmaa";"2016";"25-34";"1";7;3;1810
"216";"Ahvenanmaa";"2016";"25-34";"1";8;NA;1810
"217";"Ahvenanmaa";"2016";"25-34";"2";1;3;1682
"218";"Ahvenanmaa";"2016";"25-34";"2";2;4;1682
"219";"Ahvenanmaa";"2016";"25-34";"2";3;1;1682
"220";"Ahvenanmaa";"2016";"25-34";"2";4;2;1682
"221";"Ahvenanmaa";"2016";"25-34";"2";5;NA;1682
"222";"Ahvenanmaa";"2016";"25-34";"2";6;NA;1682
"223";"Ahvenanmaa";"2016";"25-34";"2";7;2;1682
"224";"Ahvenanmaa";"2016";"25-34";"2";8;NA;1682
"225";"Ahvenanmaa";"2016";"35-44";"1";1;5;1870
"226";"Ahvenanmaa";"2016";"35-44";"1";2;1;1870
"227";"Ahvenanmaa";"2016";"35-44";"1";3;5;1870
"228";"Ahvenanmaa";"2016";"35-44";"1";4;2;1870
"229";"Ahvenanmaa";"2016";"35-44";"1";5;NA;1870
"230";"Ahvenanmaa";"2016";"35-44";"1";6;NA;1870
"231";"Ahvenanmaa";"2016";"35-44";"1";7;3;1870
"232";"Ahvenanmaa";"2016";"35-44";"1";8;NA;1870
"233";"Ahvenanmaa";"2016";"35-44";"2";1;5;1781
"234";"Ahvenanmaa";"2016";"35-44";"2";2;NA;1781
"235";"Ahvenanmaa";"2016";"35-44";"2";3;2;1781
"236";"Ahvenanmaa";"2016";"35-44";"2";4;3;1781
"237";"Ahvenanmaa";"2016";"35-44";"2";5;NA;1781
"238";"Ahvenanmaa";"2016";"35-44";"2";6;NA;1781
"239";"Ahvenanmaa";"2016";"35-44";"2";7;NA;1781
"240";"Ahvenanmaa";"2016";"35-44";"2";8;NA;1781
"241";"Ahvenanmaa";"2016";"45-54";"1";1;11;2074
"242";"Ahvenanmaa";"2016";"45-54";"1";2;2;2074
"243";"Ahvenanmaa";"2016";"45-54";"1";3;3;2074
"244";"Ahvenanmaa";"2016";"45-54";"1";4;2;2074
"245";"Ahvenanmaa";"2016";"45-54";"1";5;NA;2074
"246";"Ahvenanmaa";"2016";"45-54";"1";6;NA;2074
"247";"Ahvenanmaa";"2016";"45-54";"1";7;1;2074
"248";"Ahvenanmaa";"2016";"45-54";"1";8;NA;2074
"249";"Ahvenanmaa";"2016";"45-54";"2";1;10;2091
"250";"Ahvenanmaa";"2016";"45-54";"2";2;4;2091
"251";"Ahvenanmaa";"2016";"45-54";"2";3;2;2091
"252";"Ahvenanmaa";"2016";"45-54";"2";4;NA;2091
"253";"Ahvenanmaa";"2016";"45-54";"2";5;NA;2091
"254";"Ahvenanmaa";"2016";"45-54";"2";6;NA;2091
"255";"Ahvenanmaa";"2016";"45-54";"2";7;4;2091
"256";"Ahvenanmaa";"2016";"45-54";"2";8;NA;2091
"257";"Ahvenanmaa";"2016";"55-64";"1";1;7;1882
"258";"Ahvenanmaa";"2016";"55-64";"1";2;2;1882
"259";"Ahvenanmaa";"2016";"55-64";"1";3;2;1882
"260";"Ahvenanmaa";"2016";"55-64";"1";4;1;1882
"261";"Ahvenanmaa";"2016";"55-64";"1";5;NA;1882
"262";"Ahvenanmaa";"2016";"55-64";"1";6;1;1882
"263";"Ahvenanmaa";"2016";"55-64";"1";7;2;1882
"264";"Ahvenanmaa";"2016";"55-64";"1";8;NA;1882
"265";"Ahvenanmaa";"2016";"55-64";"2";1;9;2079
"266";"Ahvenanmaa";"2016";"55-64";"2";2;5;2079
"267";"Ahvenanmaa";"2016";"55-64";"2";3;3;2079
"268";"Ahvenanmaa";"2016";"55-64";"2";4;2;2079
"269";"Ahvenanmaa";"2016";"55-64";"2";5;1;2079
"270";"Ahvenanmaa";"2016";"55-64";"2";6;NA;2079
"271";"Ahvenanmaa";"2016";"55-64";"2";7;3;2079
"272";"Ahvenanmaa";"2016";"55-64";"2";8;NA;2079
"273";"Ahvenanmaa";"2016";"65-74";"1";1;1;1776
"274";"Ahvenanmaa";"2016";"65-74";"1";2;1;1776
"275";"Ahvenanmaa";"2016";"65-74";"1";3;2;1776
"276";"Ahvenanmaa";"2016";"65-74";"1";4;NA;1776
"277";"Ahvenanmaa";"2016";"65-74";"1";5;NA;1776
"278";"Ahvenanmaa";"2016";"65-74";"1";6;NA;1776
"279";"Ahvenanmaa";"2016";"65-74";"1";7;1;1776
"280";"Ahvenanmaa";"2016";"65-74";"1";8;NA;1776
"281";"Ahvenanmaa";"2016";"65-74";"2";1;1;1807
"282";"Ahvenanmaa";"2016";"65-74";"2";2;3;1807
"283";"Ahvenanmaa";"2016";"65-74";"2";3;2;1807
"284";"Ahvenanmaa";"2016";"65-74";"2";4;1;1807
"285";"Ahvenanmaa";"2016";"65-74";"2";5;NA;1807
"286";"Ahvenanmaa";"2016";"65-74";"2";6;NA;1807
"287";"Ahvenanmaa";"2016";"65-74";"2";7;2;1807
"288";"Ahvenanmaa";"2016";"65-74";"2";8;NA;1807
"289";"Ahvenanmaa";"2016";"75-84";"1";1;2;862
"290";"Ahvenanmaa";"2016";"75-84";"1";2;NA;862
"291";"Ahvenanmaa";"2016";"75-84";"1";3;1;862
"292";"Ahvenanmaa";"2016";"75-84";"1";4;NA;862
"293";"Ahvenanmaa";"2016";"75-84";"1";5;NA;862
"294";"Ahvenanmaa";"2016";"75-84";"1";6;NA;862
"295";"Ahvenanmaa";"2016";"75-84";"1";7;NA;862
"296";"Ahvenanmaa";"2016";"75-84";"1";8;NA;862
"297";"Ahvenanmaa";"2016";"75-84";"2";1;5;979
"298";"Ahvenanmaa";"2016";"75-84";"2";2;NA;979
"299";"Ahvenanmaa";"2016";"75-84";"2";3;2;979
"300";"Ahvenanmaa";"2016";"75-84";"2";4;2;979
"301";"Ahvenanmaa";"2016";"75-84";"2";5;NA;979
"302";"Ahvenanmaa";"2016";"75-84";"2";6;NA;979
"303";"Ahvenanmaa";"2016";"75-84";"2";7;NA;979
"304";"Ahvenanmaa";"2016";"75-84";"2";8;NA;979
"305";"Ahvenanmaa";"2016";"85+";"1";1;NA;254
"306";"Ahvenanmaa";"2016";"85+";"1";2;NA;254
"307";"Ahvenanmaa";"2016";"85+";"1";3;NA;254
"308";"Ahvenanmaa";"2016";"85+";"1";4;NA;254
"309";"Ahvenanmaa";"2016";"85+";"1";5;NA;254
"310";"Ahvenanmaa";"2016";"85+";"1";6;NA;254
"311";"Ahvenanmaa";"2016";"85+";"1";7;1;254
"312";"Ahvenanmaa";"2016";"85+";"1";8;NA;254
"313";"Ahvenanmaa";"2016";"85+";"2";1;NA;491
"314";"Ahvenanmaa";"2016";"85+";"2";2;NA;491
"315";"Ahvenanmaa";"2016";"85+";"2";3;2;491
"316";"Ahvenanmaa";"2016";"85+";"2";4;NA;491
"317";"Ahvenanmaa";"2016";"85+";"2";5;NA;491
"318";"Ahvenanmaa";"2016";"85+";"2";6;NA;491
"319";"Ahvenanmaa";"2016";"85+";"2";7;NA;491
"320";"Ahvenanmaa";"2016";"85+";"2";8;NA;491
"321";"Ahvenanmaa";"2017";"0-12";"1";1;NA;2144
"322";"Ahvenanmaa";"2017";"0-12";"1";2;NA;2144
"323";"Ahvenanmaa";"2017";"0-12";"1";3;NA;2144
"324";"Ahvenanmaa";"2017";"0-12";"1";4;NA;2144
"325";"Ahvenanmaa";"2017";"0-12";"1";5;NA;2144
"326";"Ahvenanmaa";"2017";"0-12";"1";6;NA;2144
"327";"Ahvenanmaa";"2017";"0-12";"1";7;NA;2144
"328";"Ahvenanmaa";"2017";"0-12";"1";8;NA;2144
"329";"Ahvenanmaa";"2017";"0-12";"2";1;NA;2047
"330";"Ahvenanmaa";"2017";"0-12";"2";2;NA;2047
"331";"Ahvenanmaa";"2017";"0-12";"2";3;NA;2047
"332";"Ahvenanmaa";"2017";"0-12";"2";4;NA;2047
"333";"Ahvenanmaa";"2017";"0-12";"2";5;NA;2047
"334";"Ahvenanmaa";"2017";"0-12";"2";6;NA;2047
"335";"Ahvenanmaa";"2017";"0-12";"2";7;NA;2047
"336";"Ahvenanmaa";"2017";"0-12";"2";8;NA;2047
"337";"Ahvenanmaa";"2017";"13-17";"1";1;NA;834
"338";"Ahvenanmaa";"2017";"13-17";"1";2;NA;834
"339";"Ahvenanmaa";"2017";"13-17";"1";3;NA;834
"340";"Ahvenanmaa";"2017";"13-17";"1";4;NA;834
"341";"Ahvenanmaa";"2017";"13-17";"1";5;NA;834
"342";"Ahvenanmaa";"2017";"13-17";"1";6;NA;834
"343";"Ahvenanmaa";"2017";"13-17";"1";7;NA;834
"344";"Ahvenanmaa";"2017";"13-17";"1";8;NA;834
"345";"Ahvenanmaa";"2017";"13-17";"2";1;NA;743
"346";"Ahvenanmaa";"2017";"13-17";"2";2;NA;743
"347";"Ahvenanmaa";"2017";"13-17";"2";3;NA;743
"348";"Ahvenanmaa";"2017";"13-17";"2";4;NA;743
"349";"Ahvenanmaa";"2017";"13-17";"2";5;NA;743
"350";"Ahvenanmaa";"2017";"13-17";"2";6;NA;743
"351";"Ahvenanmaa";"2017";"13-17";"2";7;NA;743
"352";"Ahvenanmaa";"2017";"13-17";"2";8;NA;743
"353";"Ahvenanmaa";"2017";"18-24";"1";1;4;1050
"354";"Ahvenanmaa";"2017";"18-24";"1";2;1;1050
"355";"Ahvenanmaa";"2017";"18-24";"1";3;1;1050
"356";"Ahvenanmaa";"2017";"18-24";"1";4;2;1050
"357";"Ahvenanmaa";"2017";"18-24";"1";5;NA;1050
"358";"Ahvenanmaa";"2017";"18-24";"1";6;NA;1050
"359";"Ahvenanmaa";"2017";"18-24";"1";7;1;1050
"360";"Ahvenanmaa";"2017";"18-24";"1";8;NA;1050
"361";"Ahvenanmaa";"2017";"18-24";"2";1;4;939
"362";"Ahvenanmaa";"2017";"18-24";"2";2;NA;939
"363";"Ahvenanmaa";"2017";"18-24";"2";3;1;939
"364";"Ahvenanmaa";"2017";"18-24";"2";4;1;939
"365";"Ahvenanmaa";"2017";"18-24";"2";5;NA;939
"366";"Ahvenanmaa";"2017";"18-24";"2";6;NA;939
"367";"Ahvenanmaa";"2017";"18-24";"2";7;4;939
"368";"Ahvenanmaa";"2017";"18-24";"2";8;NA;939
"369";"Ahvenanmaa";"2017";"25-34";"1";1;6;1848
"370";"Ahvenanmaa";"2017";"25-34";"1";2;2;1848
"371";"Ahvenanmaa";"2017";"25-34";"1";3;4;1848
"372";"Ahvenanmaa";"2017";"25-34";"1";4;6;1848
"373";"Ahvenanmaa";"2017";"25-34";"1";5;NA;1848
"374";"Ahvenanmaa";"2017";"25-34";"1";6;NA;1848
"375";"Ahvenanmaa";"2017";"25-34";"1";7;3;1848
"376";"Ahvenanmaa";"2017";"25-34";"1";8;NA;1848
"377";"Ahvenanmaa";"2017";"25-34";"2";1;1;1686
"378";"Ahvenanmaa";"2017";"25-34";"2";2;4;1686
"379";"Ahvenanmaa";"2017";"25-34";"2";3;2;1686
"380";"Ahvenanmaa";"2017";"25-34";"2";4;3;1686
"381";"Ahvenanmaa";"2017";"25-34";"2";5;NA;1686
"382";"Ahvenanmaa";"2017";"25-34";"2";6;NA;1686
"383";"Ahvenanmaa";"2017";"25-34";"2";7;1;1686
"384";"Ahvenanmaa";"2017";"25-34";"2";8;NA;1686
"385";"Ahvenanmaa";"2017";"35-44";"1";1;7;1914
"386";"Ahvenanmaa";"2017";"35-44";"1";2;1;1914
"387";"Ahvenanmaa";"2017";"35-44";"1";3;4;1914
"388";"Ahvenanmaa";"2017";"35-44";"1";4;3;1914
"389";"Ahvenanmaa";"2017";"35-44";"1";5;NA;1914
"390";"Ahvenanmaa";"2017";"35-44";"1";6;NA;1914
"391";"Ahvenanmaa";"2017";"35-44";"1";7;3;1914
"392";"Ahvenanmaa";"2017";"35-44";"1";8;NA;1914
"393";"Ahvenanmaa";"2017";"35-44";"2";1;4;1805
"394";"Ahvenanmaa";"2017";"35-44";"2";2;1;1805
"395";"Ahvenanmaa";"2017";"35-44";"2";3;2;1805
"396";"Ahvenanmaa";"2017";"35-44";"2";4;2;1805
"397";"Ahvenanmaa";"2017";"35-44";"2";5;NA;1805
"398";"Ahvenanmaa";"2017";"35-44";"2";6;NA;1805
"399";"Ahvenanmaa";"2017";"35-44";"2";7;NA;1805
"400";"Ahvenanmaa";"2017";"35-44";"2";8;NA;1805
"401";"Ahvenanmaa";"2017";"45-54";"1";1;10;2038
"402";"Ahvenanmaa";"2017";"45-54";"1";2;3;2038
"403";"Ahvenanmaa";"2017";"45-54";"1";3;3;2038
"404";"Ahvenanmaa";"2017";"45-54";"1";4;2;2038
"405";"Ahvenanmaa";"2017";"45-54";"1";5;NA;2038
"406";"Ahvenanmaa";"2017";"45-54";"1";6;NA;2038
"407";"Ahvenanmaa";"2017";"45-54";"1";7;1;2038
"408";"Ahvenanmaa";"2017";"45-54";"1";8;NA;2038
"409";"Ahvenanmaa";"2017";"45-54";"2";1;8;2099
"410";"Ahvenanmaa";"2017";"45-54";"2";2;5;2099
"411";"Ahvenanmaa";"2017";"45-54";"2";3;2;2099
"412";"Ahvenanmaa";"2017";"45-54";"2";4;1;2099
"413";"Ahvenanmaa";"2017";"45-54";"2";5;NA;2099
"414";"Ahvenanmaa";"2017";"45-54";"2";6;NA;2099
"415";"Ahvenanmaa";"2017";"45-54";"2";7;3;2099
"416";"Ahvenanmaa";"2017";"45-54";"2";8;NA;2099
"417";"Ahvenanmaa";"2017";"55-64";"1";1;9;1908
"418";"Ahvenanmaa";"2017";"55-64";"1";2;2;1908
"419";"Ahvenanmaa";"2017";"55-64";"1";3;2;1908
"420";"Ahvenanmaa";"2017";"55-64";"1";4;1;1908
