"shp";"diagnoosi";"vuosi";"pop";"laake";"klotsapiini";"depot";"pvm";"tarkastelujakso"
"Varsinais-Suomen SHP";5;2015;46;30;3;2;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";5;2016;52;33;2;1;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";5;2017;53;33;2;NA;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";5;2018;42;24;2;3;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";5;2019;36;23;1;2;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";6;2010;4;4;NA;1;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";6;2011;6;5;1;NA;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";6;2012;6;5;1;NA;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";6;2013;8;6;2;1;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";6;2014;11;9;3;1;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";6;2015;10;8;NA;2;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";6;2016;14;12;1;3;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";6;2017;15;10;2;3;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";6;2018;13;8;1;1;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";6;2019;16;15;3;3;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";7;2010;123;75;7;5;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";7;2011;135;86;8;8;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";7;2012;177;127;5;6;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";7;2013;175;119;8;10;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";7;2014;206;124;8;11;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";7;2015;221;146;11;17;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";7;2016;267;182;9;26;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";7;2017;303;195;10;35;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";7;2018;325;216;8;34;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";7;2019;336;211;14;35;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";8;2011;18;14;NA;7;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";8;2012;31;21;NA;5;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";8;2013;47;33;NA;5;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";8;2014;47;32;1;4;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";8;2015;56;39;1;3;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";8;2016;45;34;NA;4;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";8;2017;35;25;NA;4;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";8;2018;17;14;NA;2;"31.10";"1 vuosi"
"Varsinais-Suomen SHP";8;2019;22;15;NA;3;"31.10";"1 vuosi"
NA;7;2017;1;NA;NA;NA;"31.10";"1 vuosi"
NA;NA;2010;230;27;5;8;"31.10";"1 vuosi"
NA;NA;2011;446;131;11;27;"31.10";"1 vuosi"
NA;NA;2012;617;182;16;53;"31.10";"1 vuosi"
NA;NA;2013;690;180;16;55;"31.10";"1 vuosi"
NA;NA;2014;714;189;23;52;"31.10";"1 vuosi"
NA;NA;2015;675;141;21;42;"31.10";"1 vuosi"
NA;NA;2016;706;154;25;38;"31.10";"1 vuosi"
NA;NA;2017;747;139;19;43;"31.10";"1 vuosi"
NA;NA;2018;790;153;26;38;"31.10";"1 vuosi"
NA;NA;2019;750;123;16;37;"31.10";"1 vuosi"
